S.No.,Order Date,Order Quantity,Sales
4360,12/06/2009,41,152.59
4361,03/10/2012,14,1961.39
4362,03/10/2012,3,4.94
4363,2/19/2010,4,156.97
4364,12/02/2010,50,1118.21
4365,12/02/2010,13,3503.56
4366,4/28/2012,37,1984.61
4367,12/01/2011,1,13.96
4368,12/01/2011,50,531.48
4369,12/01/2011,29,3524.55
4370,12/01/2011,42,890.61
4371,12/01/2011,10,64.19
4372,11/30/2010,37,376.58
4373,12/04/2010,3,1540.77
4374,03/04/2011,4,73.9
4375,10/07/2010,35,897.42
4376,10/07/2010,27,306.02
4377,01/01/2009,32,180.36
4378,3/13/2012,20,240.74
4379,6/16/2010,21,3072.86
4380,08/06/2011,25,5503.39
4381,10/03/2012,16,6573.75
4382,11/15/2012,10,225.09
4383,5/25/2010,14,302.4
4384,5/25/2010,42,1083.37
4385,3/27/2009,11,1736.26
4386,07/12/2009,5,477.76
4387,07/12/2009,4,112.18
4388,01/10/2009,30,164.78
4389,7/24/2009,31,3077.731
4390,1/14/2009,27,217.68
4391,1/14/2009,23,7202.94
4392,1/14/2009,13,245.82
4393,1/25/2010,45,15468.216
4394,11/04/2009,31,906.015
4395,10/07/2011,29,81.1
4396,04/09/2012,3,604.576
4397,8/20/2011,6,128.56
4398,10/20/2011,24,163.36
4399,10/20/2011,21,44.08
4400,10/20/2011,4,1135.64
4401,10/20/2011,33,5154.009
4402,1/21/2009,16,4407.03
4403,1/21/2009,36,173.22
4404,12/07/2011,41,782.05
4405,08/10/2012,41,162.51
4406,08/10/2012,3,561.43
4407,05/07/2009,43,2251.497
4408,4/22/2011,44,324.2
4409,4/22/2011,45,156.95
4410,6/22/2009,18,92.4
4411,7/30/2010,10,1004.89
4412,7/30/2010,47,329.06
4413,12/01/2009,47,4387.24
4414,12/04/2010,41,260.31
4415,11/20/2009,48,7227.42
4416,11/20/2009,39,1836.187
4417,7/21/2009,8,121.74
4418,7/21/2009,4,700.366
4419,5/31/2010,48,92.25
4420,11/26/2010,24,475.9
4421,09/03/2011,23,2296.76
4422,09/03/2011,45,508.49
4423,10/27/2010,17,204.07
4424,10/13/2009,48,112.16
4425,09/07/2012,12,34.41
4426,10/12/2011,15,600.8
4427,06/03/2011,19,3896.39
4428,11/19/2012,11,773.74
4429,11/19/2012,16,302.1325
4430,12/05/2010,34,75.57
4431,5/26/2012,45,16699.56
4432,7/26/2009,40,21425.91
4433,07/03/2010,20,5304.42
4434,02/02/2011,16,1223.43
4435,04/07/2012,50,2018.68
4436,04/04/2009,46,1477.572
4437,11/10/2009,39,3842.99
4438,06/04/2009,32,1587.16
4439,01/09/2009,1,107.95
4440,10/02/2011,1,70.91
4441,10/11/2012,48,179.65
4442,10/29/2012,24,113.43
4443,3/18/2011,15,2130.66
4444,1/15/2009,7,51.27
4445,10/23/2012,7,53.29
4446,07/03/2010,22,399.64
4447,07/03/2010,41,277.35
4448,6/22/2012,20,1357.44
4449,12/16/2010,12,507.44
4450,06/07/2012,36,4169.93
4451,5/30/2012,2,289.73
4452,6/29/2012,4,757.11
4453,10/22/2010,24,8920.08
4454,10/22/2010,49,188.7
4455,10/22/2010,36,14358.64
4456,8/24/2009,7,345.37
4457,10/24/2012,8,105.95
4458,10/24/2012,21,73.8
4459,2/13/2009,44,5483.96
4460,09/02/2009,35,205.87
4461,09/02/2009,38,65.12
4462,5/18/2012,12,2608.79
4463,9/16/2009,6,907.24
4464,6/16/2010,24,9396.27
4465,2/26/2010,21,340.7
4466,04/06/2010,13,1835.47
4467,7/30/2010,41,902.19
4468,7/30/2010,19,657.232
4469,7/31/2012,47,257.2
4470,7/31/2012,29,6139.34
4471,5/19/2010,41,4257.276
4472,03/02/2012,17,1383.9
4473,3/15/2011,37,132.12
4474,11/10/2012,47,1857.88
4475,11/10/2012,36,2160.83
4476,11/10/2012,20,43.94
4477,11/05/2011,14,3023.73
4478,1/18/2009,25,8875.17
4479,1/18/2009,20,331.21
4480,09/09/2010,36,3602.12
4481,09/09/2010,43,1174.94
4482,12/05/2009,25,772.24
4483,1/17/2009,24,7871.91
4484,09/01/2009,33,15464.01
4485,05/02/2011,28,4671.1495
4486,2/27/2011,19,1942.1735
4487,12/28/2009,26,1285.55
4488,05/06/2010,20,3331.81
4489,10/16/2010,31,972.35
4490,5/13/2012,38,3988.0895
4491,04/09/2012,48,3400.63
4492,6/23/2011,22,1683.57
4493,2/15/2012,1,13.53
4494,10/31/2010,1,65.467
4495,2/24/2011,27,305.05
4496,5/23/2010,3,907.18
4497,03/09/2010,25,135.91
4498,4/26/2010,6,1854.94
4499,4/28/2009,30,250.29
4500,06/06/2009,20,129.3
4501,7/20/2010,30,1775.33
4502,12/05/2009,13,15823.27
4503,10/20/2010,46,287.13
4504,06/01/2009,31,501.38
4505,9/14/2009,26,936.95
4506,7/15/2011,9,163.78
4507,2/13/2011,20,2573.29
4508,5/13/2012,33,8305.19
4509,12/20/2011,35,539.21
4510,02/02/2011,4,123.82
4511,4/22/2009,33,3387.32
4512,12/13/2010,30,990.73
4513,09/01/2010,45,372.01
4514,8/20/2012,30,975.12
4515,1/19/2009,18,2215.96
4516,1/22/2011,43,1374.7
4517,8/17/2010,34,209.12
4518,6/23/2011,27,172.7
4519,04/11/2011,8,180.43
4520,8/28/2012,47,9262.35
4521,12/01/2010,42,242.8
4522,5/25/2010,47,271.78
4523,5/21/2011,16,179.26
4524,8/21/2012,19,418.7
4525,7/22/2011,19,193.25
4526,09/02/2012,23,260.08
4527,6/14/2009,41,8958.46
4528,01/10/2009,34,1177.5
4529,12/30/2011,44,362.75
4530,02/10/2012,23,105.93
4531,8/29/2012,9,2643.15
4532,8/28/2010,20,677.9
4533,05/06/2010,44,3249.09
4534,10/31/2010,8,121.624
4535,08/05/2009,26,1033.93
4536,10/25/2011,19,1616.87
4537,11/04/2009,24,752.63
4538,10/31/2010,46,130.9
4539,01/12/2010,3,224.744
4540,9/20/2012,9,169.27
4541,8/27/2012,16,981.26
4542,9/24/2010,7,353.02
4543,05/02/2012,24,222.43
4544,10/28/2012,20,302.94
4545,09/01/2012,6,20.47
4546,6/27/2012,43,621.44
4547,4/13/2009,28,951.06
4548,8/21/2011,2,19.34
4549,10/03/2012,13,1341.31
4550,8/17/2011,10,197.21
4551,06/02/2009,2,25.96
4552,10/01/2009,5,248.3955
4553,12/11/2012,4,28.04
4554,11/11/2011,13,646.55
4555,6/24/2009,39,392.81
4556,4/28/2009,41,5258.94
4557,8/24/2011,49,6335.8575
4558,06/08/2012,13,3723.99
4559,02/02/2009,49,5718.85
4560,9/28/2012,15,675.23
4561,04/02/2011,16,38.2
4562,1/13/2010,39,314.26
4563,04/12/2010,39,7680.29
4564,3/17/2009,38,336.85
4565,11/13/2011,47,14960.096
4566,5/14/2012,39,1343.6
4567,5/14/2012,8,35.28
4568,11/11/2009,17,8937.38
4569,11/11/2009,11,108.85
4570,11/11/2009,49,157.47
4571,08/09/2011,4,25.82
4572,08/09/2011,17,579.71
4573,5/21/2010,12,87.11
4574,2/26/2010,40,121.92
4575,2/26/2010,26,1096.17
4576,3/13/2010,31,1447.62
4577,7/25/2011,20,97.65
4578,7/25/2011,41,1408.34
4579,10/26/2012,9,107.92
4580,10/26/2012,14,2151.08
4581,8/13/2010,11,485.46
4582,11/29/2009,21,352.44
4583,12/14/2009,8,114.73
4584,4/27/2012,30,3295.15
4585,4/27/2012,1,43.9
4586,4/17/2011,38,1541.92
4587,4/17/2011,40,169.48
4588,06/08/2012,2,738.8
4589,06/08/2012,48,2750.7105
4590,04/04/2009,33,2118.26
4591,6/21/2011,27,822.7
4592,01/04/2010,5,2249.05
4593,01/04/2010,48,4813.67
4594,09/12/2012,7,3877.88
4595,10/04/2009,34,307.76
4596,10/04/2009,36,1129.9305
4597,11/29/2011,9,75.94
4598,12/12/2012,47,533.47
4599,12/12/2012,21,61.94
4600,1/31/2009,6,49.81
4601,1/31/2009,40,9141.64
4602,07/04/2010,39,438.8
4603,04/08/2011,33,647.77
4604,07/04/2011,39,315.88
4605,07/04/2011,8,258.11
4606,8/23/2012,7,374.78
4607,03/12/2010,4,43.56
4608,03/05/2009,25,2553.84
4609,8/23/2010,48,7518.12
4610,3/18/2011,42,374.38
4611,3/18/2011,21,1557.42
4612,3/18/2011,14,410.27
4613,3/18/2011,18,1531.93
4614,12/26/2010,15,68.32
4615,12/26/2010,3,536.38
4616,12/26/2010,23,391.8755
4617,6/15/2012,41,1991.93
4618,4/23/2011,35,373.33
4619,09/09/2010,31,164.62
4620,09/09/2010,36,4225.77
4621,09/09/2010,8,53.89
4622,05/06/2012,7,181.32
4623,04/01/2009,30,835.1505
4624,04/01/2009,7,771.834
4625,6/30/2011,43,449.17
4626,6/30/2011,38,79.81
4627,11/08/2010,45,6688.11
4628,10/07/2010,37,1520.26
4629,10/07/2010,30,688.02
4630,02/10/2009,41,473.67
4631,12/24/2011,12,28.41
4632,5/14/2010,33,7869.22
4633,5/14/2010,36,912.44
4634,8/23/2009,36,65.42
4635,8/23/2009,47,5750.94
4636,12/10/2010,27,1991.26
4637,12/10/2010,24,10480.272
4638,2/25/2010,32,383.81
4639,8/26/2010,12,2050.712
4640,8/25/2010,4,5.31
4641,7/22/2011,46,231.35
4642,7/14/2012,27,898.9
4643,9/25/2009,16,3083.04
4644,11/19/2012,43,21921.28
4645,07/06/2011,1,9.69
4646,07/06/2011,48,331.99
4647,7/17/2010,37,426.64
4648,11/16/2011,8,1383.919
4649,1/17/2009,33,528.54
4650,04/10/2009,33,362.17
4651,12/05/2010,25,290.46
4652,12/05/2010,44,1207.4
4653,3/30/2012,11,629.5865
4654,9/16/2009,50,20175.48
4655,11/02/2009,6,56.22
4656,11/02/2009,30,107.96
4657,11/02/2009,40,3169.992
4658,12/17/2010,40,5232.83
4659,07/12/2012,3,236.32
4660,11/28/2012,45,2728.42
4661,11/10/2012,1,6.77
4662,03/01/2009,1,3550.28
4663,06/11/2011,7,43.29
4664,01/09/2011,34,11747.97
4665,11/26/2012,16,487.7
4666,4/17/2012,42,199.58
4667,4/17/2012,10,80.59
4668,4/17/2012,32,4158.0725
4669,8/16/2010,24,1840.8535
4670,11/21/2009,33,1644.59
4671,2/25/2012,12,2409.424
4672,06/06/2010,43,367.11
4673,08/12/2012,22,152.44
4674,08/11/2012,20,2850.31
4675,3/21/2009,13,89061.05
4676,3/21/2009,40,6636.664
4677,9/30/2009,50,2860.93
4678,4/25/2011,23,220.82
4679,9/21/2010,16,336.29
4680,11/27/2010,24,1390.6935
4681,11/27/2010,20,1017.2885
4682,7/17/2009,50,86.7
4683,1/20/2010,26,864.16
4684,06/04/2012,16,623.35
4685,2/23/2012,9,70.88
4686,4/29/2012,10,55.82
4687,4/29/2012,45,1335.316
4688,2/20/2010,39,213
4689,8/15/2010,39,231.08
4690,8/15/2010,48,428.36
4691,12/05/2011,26,118.43
4692,01/03/2009,29,172.51
4693,01/03/2009,4,698
4694,3/29/2010,22,447.23
4695,12/01/2010,34,1541.458
4696,8/22/2009,43,3277.39
4697,8/17/2011,11,127.32
4698,7/29/2012,39,248.64
4699,9/19/2010,5,845.614
4700,4/19/2010,18,84.74
4701,4/19/2010,43,279.83
4702,4/19/2010,20,98.57
4703,11/21/2011,40,102.15
4704,8/14/2011,3,19.57
4705,10/28/2009,43,856.9
4706,07/09/2009,16,519.65
4707,10/21/2011,31,655.33
4708,3/28/2009,10,958.18
4709,08/03/2010,19,506.49
4710,08/03/2010,48,8367.68
4711,08/03/2010,1,74.31
4712,1/22/2009,27,4584.73
4713,1/22/2009,44,4039.72
4714,1/22/2009,25,2570.944
4715,5/26/2012,49,1944.87
4716,5/26/2012,12,61.82
4717,02/02/2010,40,144.28
4718,02/02/2010,19,126.53
4719,08/03/2011,41,417.53
4720,10/04/2010,32,167.07
4721,10/04/2010,34,554.88
4722,10/04/2010,48,309.65
4723,10/04/2010,24,152.37
4724,9/18/2012,13,76.38
4725,9/18/2012,29,2948.63
4726,9/18/2012,4,18.33
4727,01/06/2012,10,86
4728,01/06/2012,13,4805.36
4729,09/07/2010,36,146.71
4730,09/07/2010,36,475.92
4731,4/16/2009,37,4158.1235
4732,08/01/2011,38,283.65
4733,10/20/2012,50,262.87
4734,10/20/2012,43,2531.0875
4735,08/09/2011,41,726.22
4736,2/23/2011,27,353.62
4737,06/11/2011,22,646.07
4738,4/19/2010,4,126.87
4739,7/19/2011,9,520.49
4740,2/27/2009,28,334.89
4741,01/04/2012,3,172.04
4742,01/04/2012,3,113.14
4743,01/04/2012,32,1724.82
4744,05/09/2011,22,1337.81
4745,9/30/2012,31,937.8
4746,5/14/2009,40,227.37
4747,05/02/2011,39,6330.086
4748,02/05/2011,3,1566.8
4749,02/05/2011,30,616.01
4750,02/05/2011,17,438.6085
4751,5/25/2010,5,1386.6
4752,04/05/2009,45,1553.38
4753,09/01/2009,21,441.7
4754,4/27/2009,38,10823.84
4755,8/31/2009,2,42.3
4756,10/09/2009,20,94.86
4757,10/09/2009,25,744.12
4758,4/30/2010,44,174.9
4759,4/30/2010,48,103.8
4760,4/30/2010,19,2557.51
4761,8/20/2010,11,1378.72
4762,7/17/2010,49,5610.612
4763,09/07/2011,20,67.03
4764,09/07/2011,15,140.82
4765,12/05/2010,28,4371.92
4766,12/05/2010,21,1745.118
4767,03/05/2009,44,479.96
4768,3/15/2011,50,28664.52
4769,3/15/2011,6,635.7405
4770,03/02/2012,16,423.07
4771,03/02/2012,33,1602.21
4772,3/27/2009,29,547.82
4773,10/21/2010,14,278.27
4774,03/01/2009,25,667.36
4775,03/01/2009,13,32.37
4776,03/01/2009,38,1409.0875
4777,5/31/2011,7,1011.16
4778,03/01/2010,8,180.79
4779,1/26/2010,8,487.59
4780,12/17/2011,34,4152.12
4781,10/18/2011,16,323.26
4782,02/05/2011,43,17131.36
4783,2/24/2010,10,208.77
4784,11/28/2012,4,34.27
4785,3/13/2010,28,2555.37
4786,02/01/2009,41,3279.01
4787,12/17/2011,26,213.49
4788,10/04/2009,38,375.61
4789,02/06/2011,34,706.91
4790,02/06/2011,31,190.06
4791,11/01/2010,11,86.79
4792,11/01/2010,8,753.8
4793,11/07/2012,38,212.12
4794,10/19/2011,32,6483.42
4795,10/19/2011,10,137.77
4796,11/16/2009,43,540.33
4797,2/19/2010,3,15.88
4798,11/03/2011,11,466.35
4799,04/03/2012,42,153.01
4800,09/03/2011,2,27
4801,7/17/2010,41,225.06
4802,7/17/2010,47,1041.78
4803,04/08/2009,3,32.76
4804,11/19/2011,21,1503.49
4805,11/19/2011,1,10.62
4806,11/19/2011,50,2337.03
4807,11/19/2011,34,29345.27
4808,2/26/2010,48,3355.1
4809,2/26/2010,34,2864.55
4810,2/26/2010,31,65.61
4811,01/04/2012,15,742.8
4812,1/31/2009,46,2188.06
4813,9/26/2009,47,6181.48
4814,9/22/2010,33,283.8
4815,6/25/2010,8,49.14
4816,4/24/2011,10,1600.85
4817,02/07/2009,46,320.93
4818,02/07/2009,14,261.85
4819,8/22/2009,10,56.91
4820,11/29/2010,19,113.2
4821,05/03/2011,27,94.46
4822,06/02/2012,25,1291.2
4823,4/26/2010,28,110.2
4824,4/26/2010,12,54.86
4825,12/16/2011,34,1069.85
4826,07/01/2009,42,1967.83
4827,07/01/2009,9,52.59
4828,09/12/2012,41,8188.19
4829,6/24/2009,17,283.6535
4830,8/26/2010,42,309.17
4831,8/26/2010,29,412.86
4832,04/11/2012,33,103.32
4833,1/16/2009,35,503.75
4834,8/24/2009,4,1614.97
4835,8/24/2009,12,2119.0415
4836,8/30/2011,39,272.39
4837,09/06/2010,50,5369.46
4838,09/06/2010,41,1439.96
4839,11/06/2012,25,122.05
4840,11/05/2011,10,48
4841,8/28/2010,33,505.08
4842,8/28/2010,4,649.2385
4843,2/14/2011,6,830.28
4844,2/14/2011,45,837.386
4845,1/26/2009,10,392.77
4846,1/26/2009,24,7332.088
4847,4/14/2012,38,1504.22
4848,9/26/2010,50,745.48
4849,9/26/2010,45,3086.5115
4850,7/20/2011,6,20.19
4851,2/29/2012,25,151.75
4852,01/11/2012,42,437.73
4853,01/11/2012,16,275.01
4854,09/11/2011,10,567.936
4855,04/06/2011,23,310.52
4856,9/28/2009,2,689.74
4857,8/17/2012,19,210.4
4858,01/01/2010,42,161.77
4859,01/01/2010,11,447.09
4860,01/01/2010,29,4192.88
4861,2/17/2012,20,59.85
4862,6/19/2010,23,1661.04
4863,1/25/2010,15,494.34
4864,9/14/2010,47,2150.25
4865,9/14/2010,13,448
4866,8/26/2012,21,3629.1175
4867,10/23/2012,31,146.51
4868,10/16/2011,30,8316.76
4869,10/16/2011,37,2143.2155
4870,1/23/2012,31,2080.035
4871,1/23/2012,7,145.42
4872,1/23/2012,11,1559.4355
4873,9/19/2009,35,787.56
4874,12/11/2009,37,565.91
4875,12/11/2009,39,593.21
4876,12/11/2009,2,89.23
4877,04/11/2010,13,98.39
4878,08/04/2010,36,65.39
4879,7/27/2009,24,2152.404
4880,01/07/2011,39,4669.19
4881,01/07/2011,6,133.4
4882,11/23/2009,35,2393.63
4883,11/23/2009,49,6177.53
4884,11/23/2009,33,94.6
4885,5/17/2009,7,20.5
4886,11/26/2011,16,76.6
4887,9/16/2012,40,221.86
4888,9/16/2012,25,78.26
4889,9/30/2009,47,992.95
4890,3/28/2009,42,294.78
4891,09/12/2012,45,282.71
4892,09/12/2012,48,724.13
4893,09/12/2012,15,294.66
4894,01/09/2010,32,16172.44
4895,11/01/2011,36,4733.7
4896,11/01/2011,14,2718.07
4897,8/15/2012,17,198.78
4898,8/15/2012,50,281.58
4899,05/03/2011,4,2206.17
4900,05/03/2011,40,621.12
4901,05/03/2011,31,175.92
4902,04/06/2009,27,384.74
4903,12/29/2009,24,133.94
4904,12/29/2009,29,5433.0895
4905,8/14/2009,43,92.63
4906,8/15/2010,23,21062.91
4907,01/06/2009,1,22.13
4908,01/06/2009,19,129.84
4909,5/29/2010,43,3681.7495
4910,9/30/2010,36,2300.45
4911,9/30/2010,46,548.11
4912,2/27/2012,32,1425.06
4913,01/12/2012,3,31.35
4914,06/03/2009,46,11057.6
4915,05/12/2011,44,10445.95
4916,5/13/2012,15,66.33
4917,6/20/2012,28,197.574
4918,05/05/2010,37,4935.72
4919,3/22/2011,12,151.49
4920,3/22/2011,37,308.22
4921,04/09/2009,8,85.85
4922,04/09/2009,41,14377.78
4923,04/09/2009,26,994.27
4924,04/09/2009,29,9558.65
4925,5/28/2011,41,172.15
4926,06/02/2011,13,772.2675
4927,01/03/2010,37,1767.88
4928,01/03/2010,12,277.42
4929,01/03/2010,13,178.13
4930,10/16/2011,17,2637.78
4931,10/16/2011,29,157.4
4932,8/20/2010,43,292.808
4933,5/18/2012,43,1160.55
4934,08/08/2011,35,106.06
4935,3/22/2012,7,131.61
4936,6/19/2009,36,10122.72
4937,6/19/2009,39,203.6
4938,6/19/2009,30,115.81
4939,08/07/2010,49,1058.43
4940,1/17/2009,3,299.08
4941,1/17/2009,26,566.39
4942,1/27/2009,4,377.213
4943,6/30/2011,15,140.07
4944,08/01/2012,5,39.68
4945,08/01/2012,8,1273.266
4946,09/12/2011,22,351.27
4947,11/09/2010,9,49.89
4948,11/09/2010,25,1831.529
4949,06/02/2010,32,599.52
4950,06/02/2010,25,10330.94
4951,4/19/2010,26,3662.16
4952,4/19/2010,21,329.37
4953,08/04/2010,14,1676.44
4954,08/04/2010,14,1406.07
4955,08/04/2010,30,1771.67
4956,03/11/2011,6,127.49
4957,9/25/2009,2,63.427
4958,5/23/2010,31,259.59
4959,5/23/2010,16,34.93
4960,5/23/2010,33,431.06
4961,6/21/2010,8,55
4962,6/21/2010,7,51.66
4963,6/21/2010,37,107.73
4964,11/18/2009,4,174.55
4965,02/04/2009,32,74.34
4966,02/04/2009,35,228.8
4967,02/04/2009,43,6089.05
4968,6/24/2011,44,839.7
4969,6/24/2011,46,1662.5
4970,7/18/2010,46,745.99
4971,9/27/2011,6,473.9855
4972,10/04/2009,24,1548.43
4973,10/04/2009,10,54.84
4974,03/12/2010,21,2185.9535
4975,03/12/2010,12,1323.5435
4976,1/31/2009,36,257.91
4977,08/07/2012,38,6216.6
4978,9/17/2010,26,765.96
4979,12/04/2012,1,102.9
4980,9/27/2010,8,2174.96
4981,12/24/2012,7,51.03
4982,7/15/2012,22,426.7
4983,5/28/2009,30,550.29
4984,01/01/2011,11,62.84
4985,10/01/2009,50,7156.56
4986,11/08/2009,29,6481.95
4987,11/22/2012,49,2469.15
4988,10/23/2010,33,463.42
4989,1/21/2011,4,997
4990,02/06/2012,43,2357.9085
4991,01/01/2011,15,72.67
4992,6/27/2012,50,99.08
4993,9/30/2012,2,25.72
4994,5/22/2012,43,319.96
4995,12/16/2012,32,204.21
4996,1/17/2010,33,223.88
4997,6/24/2011,5,131.27
4998,6/24/2011,29,13571.7
4999,12/16/2009,10,78.72
5000,9/23/2012,21,788.85
5001,9/23/2012,43,364.59
5002,10/30/2011,26,66.6
5003,10/30/2011,9,312.25
5004,11/01/2012,36,70.63
5005,6/24/2012,6,89.75
5006,3/14/2010,41,478.38
5007,9/26/2009,6,247.15
5008,02/11/2010,30,314.93
5009,02/11/2010,25,726.82
5010,6/30/2009,44,115.24
5011,6/30/2009,28,9601.94
5012,03/04/2009,6,973.862
5013,10/06/2010,35,1624.67
5014,10/30/2009,47,116.06
5015,9/18/2010,10,39.42
5016,9/18/2010,35,801.44
5017,9/18/2010,22,1194.06
5018,4/15/2011,49,377.02
5019,4/15/2011,48,7339.24
5020,7/13/2011,38,137.07
5021,7/13/2011,28,203.99
5022,12/25/2009,48,2962.96
5023,12/25/2009,48,782.93
5024,4/15/2011,17,34.16
5025,8/18/2009,5,244.9
5026,02/01/2011,2,125.273
5027,12/30/2011,39,209.33
5028,03/09/2012,41,265.61
5029,03/09/2012,27,485.03
5030,12/15/2011,21,2039.33
5031,1/18/2009,50,2842.54
5032,11/25/2011,24,40.24
5033,7/17/2009,21,98.77
5034,7/20/2010,21,173.7
5035,7/20/2010,5,1811.25
5036,7/20/2010,10,2642.95
5037,4/16/2010,15,614.15
5038,4/16/2010,31,154.24
5039,4/16/2010,20,140.31
5040,3/13/2011,20,1460.42
5041,3/13/2011,42,6659.7415
5042,11/27/2012,45,2601.7905
5043,01/02/2011,50,1227.18
5044,4/13/2012,30,4278.61
5045,8/22/2009,1,10.94
5046,8/22/2009,12,1755.3
5047,3/26/2011,44,205.11
5048,3/26/2011,21,3981.23
5049,3/26/2011,20,2458.2425
5050,02/06/2012,46,11036.16
5051,05/07/2009,18,115.71
5052,1/26/2009,31,4587.3
5053,1/26/2009,15,403.71
5054,1/26/2009,39,1243.45
5055,3/19/2012,46,175.23
5056,5/26/2010,43,224.58
5057,05/09/2012,6,343.36
5058,05/09/2012,7,309.2215
5059,12/03/2010,30,2477.99
5060,12/03/2010,23,48.83
5061,1/13/2009,50,297.76
5062,01/05/2009,43,257.41
5063,11/23/2010,35,241.43
5064,11/19/2011,14,94.32
5065,11/19/2011,30,554.4295
5066,11/07/2009,45,153.27
5067,4/21/2011,47,671.78
5068,4/21/2011,12,262.09
5069,9/29/2012,28,1107.64
5070,9/19/2011,25,1119.91
5071,12/10/2012,12,3534.56
5072,12/10/2012,32,155.27
5073,02/05/2009,29,221.33
5074,5/20/2011,25,74.07
5075,5/20/2011,29,1529.0565
5076,05/12/2009,7,855.03
5077,05/12/2009,31,196.58
5078,10/26/2011,19,75.19
5079,09/02/2011,10,6350.29
5080,07/07/2011,23,1028.16
5081,07/11/2012,5,346.23
5082,11/04/2009,22,249.24
5083,10/31/2009,9,133.85
5084,10/19/2009,50,7827.51
5085,2/28/2011,13,70.13
5086,2/28/2011,5,59.76
5087,8/28/2010,6,195.75
5088,4/30/2010,3,185.16
5089,4/30/2010,22,5144.94
5090,4/30/2010,46,1397.383
5091,01/03/2010,43,287.61
5092,01/03/2010,23,128.52
5093,01/03/2010,41,1011.67
5094,3/31/2009,18,31.13
5095,6/28/2012,26,7201.89
5096,6/13/2011,12,3156.6
5097,6/13/2011,47,302.69
5098,08/12/2012,50,2040.39
5099,04/09/2010,15,272.8925
5100,10/05/2012,41,123.11
5101,7/27/2011,16,41.52
5102,05/12/2012,28,5320.57
5103,11/19/2012,26,3227.38
5104,11/19/2012,48,134.52
5105,02/10/2009,7,104.46
5106,10/17/2009,8,112.47
5107,01/04/2012,38,3531.75
5108,01/04/2012,5,500.5
5109,09/09/2012,12,86.69
5110,7/16/2010,9,157.26
5111,10/29/2009,6,187.6375
5112,11/19/2011,17,114.94
5113,10/08/2010,8,85.36
5114,11/18/2011,32,671.75
5115,11/18/2011,27,9541.04
5116,1/26/2012,4,1035.2
5117,1/26/2012,43,74.17
5118,01/06/2010,25,113.8
5119,01/06/2010,29,480.13
5120,1/19/2012,5,66.92
5121,9/18/2012,24,161.87
5122,8/13/2010,26,45.38
5123,8/13/2010,9,163.3105
5124,8/28/2009,9,123.92
5125,10/11/2011,1,7.15
5126,11/24/2012,35,192.21
5127,4/27/2012,50,207.54
5128,4/27/2012,4,17.33
5129,2/22/2011,18,92.77
5130,4/29/2010,18,130.16
5131,12/24/2012,25,92.53
5132,12/24/2012,17,988.6435
5133,7/31/2010,41,1484.89
5134,04/07/2009,20,244.39
5135,04/07/2009,3,581.42
5136,03/10/2009,36,175.35
5137,03/10/2009,25,590.6
5138,2/15/2009,4,47.12
5139,2/15/2009,3,62.89
5140,04/02/2012,44,565.01
5141,11/29/2010,4,125.78
5142,11/29/2010,16,577
5143,11/29/2010,2,24.53
5144,06/01/2009,11,48.75
5145,06/01/2009,30,112.6
5146,12/02/2012,4,423.95
5147,11/18/2011,48,620.23
5148,02/04/2009,9,118.66
5149,02/04/2009,36,213.74
5150,08/05/2011,42,6427.18
5151,08/05/2011,13,1330.73
5152,4/21/2009,21,7841.57
5153,4/21/2009,21,156.31
5154,10/31/2010,40,207.42
5155,10/31/2010,48,1031.18
5156,5/20/2010,36,461.4
5157,09/04/2010,10,278.1
5158,10/18/2010,5,85.89
5159,06/05/2012,13,4567.36
5160,3/28/2012,30,10413.67
5161,3/28/2012,3,71.49
5162,07/07/2009,20,668.8
5163,11/10/2009,37,641.89
5164,3/30/2012,33,21205.5
5165,07/09/2009,5,24.09
5166,07/09/2009,41,173.27
5167,06/10/2011,44,601.78
5168,3/24/2009,6,60.67
5169,3/24/2009,32,6195.87
5170,07/03/2009,26,299.07
5171,07/03/2009,5,708.87
5172,1/20/2009,36,2167.05
5173,12/20/2011,10,70.02
5174,6/18/2011,10,236.17
5175,11/01/2009,25,152.31
5176,4/28/2011,28,3582.79
5177,9/13/2011,23,149.4
5178,12/17/2012,28,303.97
5179,4/13/2012,43,16269.82
5180,4/13/2012,46,876.59
5181,4/13/2012,41,5000.87
5182,11/30/2012,9,23300.12
5183,11/04/2009,36,331.37
5184,11/04/2009,26,78.03
5185,1/21/2012,40,111.04
5186,10/12/2009,15,103.55
5187,5/23/2011,40,301.12
5188,03/11/2012,42,1876.09
5189,03/11/2012,19,145.26
5190,03/05/2012,43,19461.8
5191,03/05/2012,14,313.85
5192,06/10/2012,3,35.68
5193,06/10/2012,11,234.76
5194,06/10/2012,3,498.49
5195,2/26/2011,40,6069.05
5196,10/30/2009,9,34.18
5197,11/13/2010,27,194.35
5198,05/01/2010,43,413.83
5199,05/01/2010,30,3339.65
5200,02/08/2012,50,3601.07
5201,03/03/2010,43,468.48
5202,03/03/2010,23,284.14
5203,08/09/2010,32,198.7
5204,02/10/2009,44,951.33
5205,4/13/2012,1,15.72
5206,4/13/2012,36,313.83
5207,4/13/2012,11,201.5945
5208,6/18/2011,28,525.4
5209,6/18/2011,37,61.77
5210,11/17/2010,37,99.65
5211,12/30/2012,10,14.15
5212,06/08/2010,18,85.74
