StatusKey,reservation_status_date,is_canceled,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,days_in_waiting_list,reservation_status,stays_in_weekend_nights,stays_in_week_nights
13575,2016-11-12,1,0,0,0,0,Canceled,2,7
13576,2016-11-12,0,1,0,1,0,Check-Out,0,1
13577,2016-11-12,0,1,0,1,0,Check-Out,1,4
13578,2016-11-12,0,0,0,0,21,Check-Out,0,1
13579,2016-11-12,1,0,0,0,0,Canceled,2,3
13580,2016-11-12,1,1,0,3,0,Canceled,0,1
13581,2016-11-12,1,0,0,0,0,Canceled,0,2
13582,2016-11-12,1,0,0,0,0,Canceled,2,1
13583,2016-11-12,0,0,0,0,0,Check-Out,2,4
13584,2016-11-12,0,0,0,0,0,Check-Out,1,4
13585,2016-11-12,0,0,0,0,0,Check-Out,0,2
13586,2016-11-12,0,0,0,0,0,Check-Out,0,0
13587,2016-11-12,0,0,0,0,0,Check-Out,0,4
13588,2016-11-12,1,0,0,0,0,Canceled,1,2
13589,2016-11-12,0,0,0,0,0,Check-Out,0,1
13590,2016-11-12,1,0,0,0,0,Canceled,2,2
13591,2016-11-12,0,0,0,0,0,Check-Out,0,3
13592,2016-11-12,0,0,0,0,0,Check-Out,2,5
13593,2016-11-13,1,0,0,0,0,Canceled,2,5
13594,2016-11-13,1,0,0,0,0,Canceled,2,1
13595,2016-11-13,1,0,0,0,0,Canceled,2,3
13596,2016-11-13,0,0,0,0,0,Check-Out,3,10
13597,2016-11-13,1,0,0,0,0,Canceled,1,1
13598,2016-11-13,0,1,0,1,0,Check-Out,0,3
13599,2016-11-13,1,0,0,0,0,Canceled,0,5
13600,2016-11-13,1,0,0,0,0,Canceled,0,2
13601,2016-11-13,0,1,0,5,0,Check-Out,0,3
13602,2016-11-13,0,0,0,0,0,Check-Out,4,10
13603,2016-11-13,1,0,0,0,0,Canceled,0,3
13604,2016-11-13,1,0,0,0,0,Canceled,1,0
13605,2016-11-13,0,1,1,2,0,Check-Out,0,1
13606,2016-11-13,1,0,0,0,0,Canceled,0,4
13607,2016-11-13,1,0,0,0,0,Canceled,1,2
13608,2016-11-13,1,0,0,0,0,Canceled,2,0
13609,2016-11-13,0,0,0,0,0,Check-Out,0,3
13610,2016-11-13,0,0,0,0,0,Check-Out,0,4
13611,2016-11-13,0,0,0,0,0,Check-Out,0,2
13612,2016-11-13,0,0,0,0,0,Check-Out,0,5
13613,2016-11-13,0,0,0,0,0,Check-Out,2,6
13614,2016-11-13,0,0,0,0,0,Check-Out,2,5
13615,2016-11-13,1,0,0,0,0,Canceled,3,6
13616,2016-11-13,0,0,0,0,0,Check-Out,1,5
13617,2016-11-13,1,0,0,0,0,Canceled,1,3
13618,2016-11-13,1,0,0,0,0,No-Show,2,5
13619,2016-11-13,1,0,0,0,0,No-Show,2,0
13620,2016-11-13,0,0,0,0,0,Check-Out,0,1
13621,2016-11-14,0,0,0,1,0,Check-Out,1,0
13622,2016-11-14,1,0,0,0,0,Canceled,1,2
13623,2016-11-14,0,0,0,0,0,Check-Out,1,1
13624,2016-11-14,0,1,0,3,0,Check-Out,1,0
13625,2016-11-14,0,0,0,0,0,Check-Out,5,10
13626,2016-11-14,0,0,0,0,2,Check-Out,1,1
13627,2016-11-14,1,0,0,0,0,Canceled,2,1
13628,2016-11-14,1,0,0,0,0,Canceled,2,3
13629,2016-11-14,1,0,0,0,0,Canceled,0,2
13630,2016-11-14,0,0,0,1,0,Check-Out,1,1
13631,2016-11-14,1,0,0,0,0,Canceled,4,11
13632,2016-11-14,1,0,0,0,0,No-Show,2,5
13633,2016-11-14,1,0,0,0,0,Canceled,0,1
13634,2016-11-14,0,0,0,0,0,Check-Out,1,3
13635,2016-11-14,1,0,0,0,0,Canceled,4,8
13636,2016-11-14,1,0,0,0,0,Canceled,0,3
13637,2016-11-14,0,0,0,0,0,Check-Out,1,4
13638,2016-11-14,1,0,0,0,0,Canceled,2,4
13639,2016-11-14,0,0,0,0,0,Check-Out,1,5
13640,2016-11-14,1,0,0,0,0,Canceled,1,3
13641,2016-11-14,1,0,0,0,0,Canceled,2,2
13642,2016-11-14,1,0,0,0,0,Canceled,2,7
13643,2016-11-14,0,0,0,0,0,Check-Out,1,0
13644,2016-11-14,1,0,0,0,0,Canceled,0,4
13645,2016-11-14,0,0,0,0,0,Check-Out,1,2
13646,2016-11-14,0,0,0,0,0,Check-Out,3,6
13647,2016-11-14,1,0,0,0,0,Canceled,1,1
13648,2016-11-14,1,0,0,0,0,Canceled,2,5
13649,2016-11-14,0,0,0,0,0,Check-Out,3,9
13650,2016-11-14,1,0,0,0,0,No-Show,1,0
13651,2016-11-14,0,0,0,0,0,Check-Out,3,7
13652,2016-11-14,0,0,0,0,0,Check-Out,2,5
13653,2016-11-15,1,0,0,0,0,Canceled,0,2
13654,2016-11-15,1,0,0,0,0,Canceled,1,1
13655,2016-11-15,0,0,0,2,0,Check-Out,1,0
13656,2016-11-15,1,0,0,0,0,Canceled,2,9
13657,2016-11-15,1,0,0,0,0,Canceled,2,3
13658,2016-11-15,0,0,0,0,0,Check-Out,4,6
13659,2016-11-15,0,0,0,0,0,Check-Out,4,8
13660,2016-11-15,1,0,0,0,0,Canceled,1,4
13661,2016-11-15,1,0,0,0,0,Canceled,1,0
13662,2016-11-15,1,0,0,0,0,Canceled,0,4
13663,2016-11-15,1,0,0,0,0,Canceled,2,5
13664,2016-11-15,1,0,0,0,0,Canceled,2,2
13665,2016-11-15,1,0,0,0,8,Canceled,0,3
13666,2016-11-15,0,1,1,28,0,Check-Out,1,0
13667,2016-11-15,1,0,0,0,50,Canceled,0,3
13668,2016-11-15,0,0,0,0,0,Check-Out,2,2
13669,2016-11-15,0,0,0,0,0,Check-Out,2,3
13670,2016-11-15,0,0,0,0,0,Check-Out,1,0
13671,2016-11-15,0,0,0,0,0,Check-Out,2,0
13672,2016-11-15,1,0,0,0,0,Canceled,0,3
13673,2016-11-15,1,0,0,0,0,Canceled,0,1
13674,2016-11-15,0,1,0,1,0,Check-Out,1,0
13675,2016-11-15,0,0,0,0,0,Check-Out,2,1
13676,2016-11-15,0,0,0,0,0,Check-Out,0,0
13677,2016-11-15,0,0,0,0,0,Check-Out,2,4
13678,2016-11-15,0,0,0,0,0,Check-Out,2,5
13679,2016-11-15,1,0,0,0,0,Canceled,1,3
13680,2016-11-15,1,1,5,3,0,Canceled,0,1
13681,2016-11-16,1,0,0,0,0,Canceled,3,9
13682,2016-11-16,0,0,0,0,0,Check-Out,4,6
13683,2016-11-16,0,1,5,51,0,Check-Out,2,1
13684,2016-11-16,0,0,0,0,0,Check-Out,1,1
13685,2016-11-16,1,0,0,0,0,Canceled,2,0
13686,2016-11-16,1,0,0,0,0,Canceled,1,1
13687,2016-11-16,0,0,0,0,0,Check-Out,0,0
13688,2016-11-16,1,0,0,0,0,Canceled,2,4
13689,2016-11-16,0,1,0,2,0,Check-Out,0,1
13690,2016-11-16,1,0,0,0,0,Canceled,1,3
13691,2016-11-16,0,0,0,0,0,Check-Out,2,4
13692,2016-11-16,1,0,0,0,0,Canceled,2,6
13693,2016-11-16,0,0,0,5,0,Check-Out,0,1
13694,2016-11-16,1,0,0,0,0,Canceled,2,3
13695,2016-11-16,0,1,0,1,0,Check-Out,0,1
13696,2016-11-16,0,0,0,0,0,Check-Out,2,2
13697,2016-11-16,0,0,0,0,0,Check-Out,2,1
13698,2016-11-16,1,0,0,0,0,Canceled,0,1
13699,2016-11-16,0,1,0,0,0,Check-Out,0,1
13700,2016-11-16,1,0,0,0,0,Canceled,0,4
13701,2016-11-16,1,0,0,0,0,Canceled,4,9
13702,2016-11-16,1,0,0,0,0,Canceled,0,3
13703,2016-11-16,0,0,0,0,0,Check-Out,2,5
13704,2016-11-16,0,0,0,0,0,Check-Out,3,6
13705,2016-11-16,0,0,1,7,0,Check-Out,1,1
13706,2016-11-16,0,0,0,0,0,Check-Out,2,3
13707,2016-11-16,0,0,0,0,0,Check-Out,4,10
13708,2016-11-16,0,0,0,0,0,Check-Out,0,1
13709,2016-11-16,1,0,0,0,0,Canceled,0,2
13710,2016-11-17,0,0,0,0,0,Check-Out,4,10
13711,2016-11-17,1,0,0,0,0,Canceled,1,1
13712,2016-11-17,1,0,0,0,0,Canceled,2,0
13713,2016-11-17,0,0,0,0,0,Check-Out,2,5
13714,2016-11-17,1,0,0,0,0,Canceled,0,4
13715,2016-11-17,0,0,0,0,0,Check-Out,2,4
13716,2016-11-17,1,0,0,0,0,Canceled,4,11
13717,2016-11-17,1,0,0,0,0,Canceled,2,3
13718,2016-11-17,0,1,0,1,0,Check-Out,0,1
13719,2016-11-17,0,1,0,4,0,Check-Out,0,1
13720,2016-11-17,0,1,1,4,0,Check-Out,0,2
13721,2016-11-17,0,1,0,7,0,Check-Out,0,2
13722,2016-11-17,0,0,0,0,0,Check-Out,2,7
13723,2016-11-17,0,1,1,2,0,Check-Out,0,2
13724,2016-11-17,1,0,0,0,0,Canceled,1,2
13725,2016-11-17,0,1,3,21,0,Check-Out,0,1
13726,2016-11-17,1,0,0,0,0,Canceled,0,2
13727,2016-11-17,1,0,0,0,0,Canceled,1,4
13728,2016-11-17,1,0,0,0,14,Canceled,1,2
13729,2016-11-17,0,0,0,0,0,Check-Out,1,2
13730,2016-11-17,0,0,0,0,0,Check-Out,2,2
13731,2016-11-17,0,0,0,0,0,Check-Out,0,1
13732,2016-11-17,1,0,0,0,0,Canceled,0,1
13733,2016-11-17,0,0,0,0,0,Check-Out,0,2
13734,2016-11-17,1,0,0,0,0,Canceled,2,2
13735,2016-11-17,0,0,0,0,0,Check-Out,2,3
13736,2016-11-17,0,1,0,2,0,Check-Out,2,2
13737,2016-11-17,0,1,0,8,0,Check-Out,0,1
13738,2016-11-17,1,0,0,0,0,Canceled,0,3
13739,2016-11-17,0,0,0,7,0,Check-Out,0,1
13740,2016-11-17,0,0,0,1,0,Check-Out,0,1
13741,2016-11-17,1,0,0,0,0,Canceled,3,7
13742,2016-11-18,0,0,0,0,0,Check-Out,4,10
13743,2016-11-18,1,0,0,0,0,Canceled,8,21
13744,2016-11-18,0,0,0,0,0,Check-Out,2,7
13745,2016-11-18,1,0,0,0,0,Canceled,0,3
13746,2016-11-18,0,0,0,0,0,Check-Out,0,0
13747,2016-11-18,0,0,0,0,0,Check-Out,2,3
13748,2016-11-18,1,0,0,0,0,Canceled,2,3
13749,2016-11-18,1,0,0,0,0,No-Show,6,12
13750,2016-11-18,1,0,0,0,0,Canceled,1,1
13751,2016-11-18,0,1,0,1,0,Check-Out,0,1
13752,2016-11-18,1,0,0,0,0,Canceled,1,0
13753,2016-11-18,0,1,0,2,0,Check-Out,0,1
13754,2016-11-18,0,1,0,11,0,Check-Out,0,3
13755,2016-11-18,1,0,0,0,0,Canceled,0,2
13756,2016-11-18,1,0,0,0,0,No-Show,3,7
13757,2016-11-18,0,1,0,1,0,Check-Out,1,3
13758,2016-11-18,0,0,0,1,0,Check-Out,1,3
13759,2016-11-18,0,1,0,5,0,Check-Out,0,1
13760,2016-11-18,1,0,0,0,0,Canceled,2,0
13761,2016-11-18,0,0,0,0,0,Check-Out,0,3
13762,2016-11-18,1,0,0,0,0,Canceled,1,2
13763,2016-11-18,0,1,1,0,0,Check-Out,1,3
13764,2016-11-18,0,0,0,0,0,Check-Out,2,5
13765,2016-11-18,0,0,0,0,0,Check-Out,16,41
13766,2016-11-18,1,0,0,0,0,Canceled,1,3
13767,2016-11-18,1,0,0,0,0,Canceled,2,1
13768,2016-11-18,0,0,0,0,0,Check-Out,0,2
13769,2016-11-18,0,0,0,0,0,Check-Out,1,3
13770,2016-11-18,0,0,0,0,0,Check-Out,2,4
13771,2016-11-18,1,0,0,0,0,Canceled,5,10
13772,2016-11-18,1,0,0,0,0,Canceled,2,5
13773,2016-11-18,1,0,0,0,0,Canceled,2,2
13774,2016-11-18,0,0,0,0,0,Check-Out,0,1
13775,2016-11-19,1,0,0,0,0,Canceled,1,0
13776,2016-11-19,1,0,0,0,0,Canceled,0,3
13777,2016-11-19,0,0,0,1,0,Check-Out,1,4
13778,2016-11-19,0,0,0,0,0,Check-Out,2,6
13779,2016-11-19,1,0,0,0,0,Canceled,1,2
13780,2016-11-19,1,0,0,0,0,Canceled,0,4
13781,2016-11-19,1,0,0,0,0,Canceled,1,3
13782,2016-11-19,1,0,0,0,0,Canceled,4,6
13783,2016-11-19,0,1,0,0,0,Check-Out,0,0
13784,2016-11-19,0,0,0,0,0,Check-Out,0,2
13785,2016-11-19,1,0,0,0,0,Canceled,2,1
13786,2016-11-19,0,0,0,0,0,Check-Out,0,4
13787,2016-11-19,1,0,0,0,0,Canceled,2,0
13788,2016-11-19,0,0,0,0,0,Check-Out,0,3
13789,2016-11-19,1,0,0,0,0,Canceled,0,2
13790,2016-11-19,1,0,0,0,0,Canceled,2,5
13791,2016-11-19,1,0,0,0,0,Canceled,0,1
13792,2016-11-19,0,0,0,0,0,Check-Out,2,5
13793,2016-11-19,0,0,0,0,0,Check-Out,2,4
13794,2016-11-19,0,0,0,0,0,Check-Out,0,1
13795,2016-11-19,1,0,0,0,0,Canceled,2,3
13796,2016-11-19,1,0,0,0,0,Canceled,2,2
13797,2016-11-19,1,0,0,0,0,Canceled,1,1
13798,2016-11-19,0,0,0,0,0,Check-Out,1,4
13799,2016-11-19,1,0,0,0,0,Canceled,3,7
13800,2016-11-19,1,0,0,0,0,No-Show,0,1
13801,2016-11-20,0,0,0,0,0,Check-Out,4,10
13802,2016-11-20,0,1,0,0,0,Check-Out,0,1
13803,2016-11-20,0,0,0,4,0,Check-Out,0,2
13804,2016-11-20,1,0,0,0,0,Canceled,1,3
13805,2016-11-20,1,0,0,0,0,Canceled,0,4
13806,2016-11-20,1,0,0,0,0,Canceled,2,1
13807,2016-11-20,1,0,0,0,0,Canceled,1,5
13808,2016-11-20,1,0,0,0,0,Canceled,0,2
13809,2016-11-20,1,0,0,0,0,Canceled,0,1
13810,2016-11-20,1,0,0,0,0,Canceled,4,10
13811,2016-11-20,1,0,0,0,0,Canceled,0,3
13812,2016-11-20,1,0,0,0,0,Canceled,1,4
13813,2016-11-20,0,1,0,1,0,Check-Out,0,2
13814,2016-11-20,1,0,0,0,0,Canceled,2,5
13815,2016-11-20,1,0,0,0,0,Canceled,2,3
13816,2016-11-20,0,0,0,0,0,Check-Out,0,3
13817,2016-11-20,0,0,0,0,0,Check-Out,0,4
13818,2016-11-20,0,0,0,0,0,Check-Out,0,1
13819,2016-11-20,0,0,0,0,0,Check-Out,1,5
13820,2016-11-20,0,0,0,0,0,Check-Out,0,2
13821,2016-11-20,0,0,0,0,0,Check-Out,0,5
13822,2016-11-20,0,0,0,0,0,Check-Out,2,5
13823,2016-11-20,0,0,0,0,0,Check-Out,2,8
13824,2016-11-20,1,0,0,0,0,Canceled,2,4
13825,2016-11-20,1,0,0,0,0,Canceled,2,2
13826,2016-11-21,1,0,0,0,0,Canceled,2,2
13827,2016-11-21,0,0,0,0,0,Check-Out,1,1
13828,2016-11-21,0,0,0,0,0,Check-Out,6,15
13829,2016-11-21,0,0,0,0,116,Check-Out,1,2
13830,2016-11-21,1,0,0,0,0,Canceled,2,1
13831,2016-11-21,1,0,0,0,0,Canceled,1,3
13832,2016-11-21,1,0,0,0,0,Canceled,2,6
13833,2016-11-21,1,0,0,0,34,Canceled,1,0
13834,2016-11-21,0,1,0,1,0,Check-Out,1,2
13835,2016-11-21,0,1,0,0,0,Check-Out,0,0
13836,2016-11-21,1,0,0,0,84,Canceled,0,3
13837,2016-11-21,1,0,0,0,0,Canceled,1,0
13838,2016-11-21,1,0,0,0,0,Canceled,4,11
13839,2016-11-21,1,0,0,0,0,Canceled,2,3
13840,2016-11-21,0,0,0,0,0,Check-Out,5,11
13841,2016-11-21,1,0,0,0,0,Canceled,2,8
13842,2016-11-21,0,1,0,0,0,Check-Out,1,1
13843,2016-11-21,1,0,0,0,0,Canceled,0,0
13844,2016-11-21,1,0,0,0,0,Canceled,1,1
13845,2016-11-21,0,0,0,0,0,Check-Out,1,3
13846,2016-11-21,1,0,0,0,0,Canceled,0,4
13847,2016-11-21,0,0,0,0,0,Check-Out,1,2
13848,2016-11-21,1,0,0,0,0,Canceled,0,1
13849,2016-11-21,1,0,0,0,0,Canceled,2,7
13850,2016-11-21,1,0,0,0,0,Canceled,2,4
13851,2016-11-21,1,0,0,0,0,Canceled,0,3
13852,2016-11-21,0,0,0,0,0,Check-Out,2,5
13853,2016-11-21,0,0,0,0,0,Check-Out,1,0
13854,2016-11-21,1,0,0,0,0,Canceled,2,5
13855,2016-11-21,0,0,0,0,0,Check-Out,1,5
13856,2016-11-21,1,0,0,0,0,Canceled,1,2
13857,2016-11-21,0,1,0,1,0,Check-Out,2,5
13858,2016-11-21,0,1,0,1,0,Check-Out,1,0
13859,2016-11-21,1,0,0,0,0,Canceled,4,10
13860,2016-11-21,1,0,0,0,0,Canceled,0,2
13861,2016-11-21,0,0,0,0,0,Check-Out,1,4
13862,2016-11-22,1,0,0,0,0,No-Show,2,5
13863,2016-11-22,1,0,0,0,0,Canceled,0,4
13864,2016-11-22,1,0,0,0,0,Canceled,0,2
13865,2016-11-22,1,0,0,0,0,Canceled,2,6
13866,2016-11-22,1,0,0,0,0,Canceled,2,2
13867,2016-11-22,1,0,0,0,0,Canceled,3,9
13868,2016-11-22,1,0,0,0,0,Canceled,1,0
13869,2016-11-22,1,0,0,0,0,Canceled,2,5
13870,2016-11-22,1,0,0,0,0,Canceled,1,3
13871,2016-11-22,1,0,0,0,0,Canceled,2,3
13872,2016-11-22,1,0,0,0,0,Canceled,4,10
13873,2016-11-22,1,0,0,0,0,Canceled,7,19
13874,2016-11-22,1,0,0,0,0,Canceled,4,6
13875,2016-11-22,1,0,0,0,0,Canceled,2,7
13876,2016-11-22,0,1,0,11,0,Check-Out,1,0
13877,2016-11-22,1,0,0,0,0,No-Show,0,1
13878,2016-11-22,0,1,0,1,0,Check-Out,1,0
13879,2016-11-22,1,1,0,2,0,No-Show,0,1
13880,2016-11-22,1,0,0,0,0,Canceled,1,4
13881,2016-11-22,1,0,0,0,0,Canceled,0,3
13882,2016-11-22,1,0,0,0,0,Canceled,2,1
13883,2016-11-22,1,0,0,0,0,Canceled,1,1
13884,2016-11-22,0,0,0,3,0,Check-Out,1,0
13885,2016-11-22,0,1,0,2,0,Check-Out,1,0
13886,2016-11-22,0,1,0,1,0,Check-Out,0,0
13887,2016-11-22,1,0,0,0,0,Canceled,0,1
13888,2016-11-22,1,0,0,0,0,Canceled,1,2
13889,2016-11-22,0,0,0,0,0,Check-Out,2,2
13890,2016-11-22,0,0,0,0,0,Check-Out,2,1
13891,2016-11-22,0,0,0,0,0,Check-Out,1,0
13892,2016-11-22,0,0,0,0,0,Check-Out,2,3
13893,2016-11-22,0,0,0,0,0,Check-Out,2,4
13894,2016-11-22,0,0,0,0,0,Check-Out,2,0
13895,2016-11-22,0,0,0,0,0,Check-Out,2,5
13896,2016-11-23,1,0,0,0,0,Canceled,0,4
13897,2016-11-23,1,0,0,0,0,Canceled,4,10
13898,2016-11-23,1,0,0,0,0,No-Show,0,3
13899,2016-11-23,1,1,1,3,0,Canceled,0,1
13900,2016-11-23,1,0,0,0,0,Canceled,3,5
13901,2016-11-23,1,0,0,0,0,No-Show,0,1
13902,2016-11-23,0,1,0,0,0,Check-Out,0,0
13903,2016-11-23,0,1,0,1,0,Check-Out,1,1
13904,2016-11-23,1,0,0,0,0,Canceled,5,11
13905,2016-11-23,1,0,0,0,0,No-Show,0,4
13906,2016-11-23,0,1,0,5,0,Check-Out,1,1
13907,2016-11-23,0,1,0,8,0,Check-Out,0,1
13908,2016-11-23,0,1,0,2,0,Check-Out,0,1
13909,2016-11-23,0,1,0,6,0,Check-Out,0,1
13910,2016-11-23,0,1,0,1,0,Check-Out,0,1
13911,2016-11-23,1,0,0,0,0,Canceled,6,18
13912,2016-11-23,1,0,0,0,0,Canceled,4,6
13913,2016-11-23,1,0,0,0,0,Canceled,0,2
13914,2016-11-23,1,0,0,0,0,Canceled,3,8
13915,2016-11-23,1,0,0,0,0,No-Show,2,5
13916,2016-11-23,0,0,0,0,0,Check-Out,0,1
13917,2016-11-23,0,0,0,0,0,Check-Out,1,1
13918,2016-11-23,0,0,0,0,0,Check-Out,2,3
13919,2016-11-23,0,0,0,0,0,Check-Out,2,1
13920,2016-11-23,1,0,0,0,0,Canceled,2,2
13921,2016-11-23,0,0,0,0,0,Check-Out,2,5
13922,2016-11-23,1,0,0,0,0,Canceled,1,1
13923,2016-11-23,1,0,0,0,0,Canceled,2,1
13924,2016-11-23,0,0,0,0,0,Check-Out,2,2
13925,2016-11-23,1,0,0,0,0,Canceled,1,3
13926,2016-11-23,0,0,0,0,0,Check-Out,4,10
13927,2016-11-23,1,0,0,0,0,Canceled,1,2
13928,2016-11-23,1,0,0,0,0,Canceled,2,3
13929,2016-11-23,1,0,0,0,0,Canceled,0,1
13930,2016-11-23,0,1,0,2,0,Check-Out,1,1
13931,2016-11-23,1,0,0,0,0,Canceled,0,3
13932,2016-11-24,1,0,0,0,0,Canceled,4,7
13933,2016-11-24,1,0,0,0,0,Canceled,2,0
13934,2016-11-24,1,0,0,0,0,Canceled,1,3
13935,2016-11-24,1,0,0,0,0,Canceled,0,1
13936,2016-11-24,1,0,0,0,0,Canceled,4,10
13937,2016-11-24,0,0,0,0,0,Check-Out,2,5
13938,2016-11-24,1,0,0,0,0,Canceled,2,5
13939,2016-11-24,0,1,0,3,0,Check-Out,0,1
13940,2016-11-24,1,0,0,0,0,Canceled,0,4
13941,2016-11-24,0,1,1,5,0,Check-Out,0,2
13942,2016-11-24,0,1,0,2,0,Check-Out,0,2
13943,2016-11-24,1,0,0,0,0,Canceled,4,9
13944,2016-11-24,0,1,0,0,0,Check-Out,0,2
13945,2016-11-24,1,0,0,0,0,Canceled,8,22
13946,2016-11-24,0,1,5,3,0,Check-Out,0,1
13947,2016-11-24,1,0,0,0,0,Canceled,1,4
13948,2016-11-24,0,1,0,13,0,Check-Out,0,2
13949,2016-11-24,0,0,0,0,0,Check-Out,0,0
13950,2016-11-24,0,0,0,0,0,Check-Out,4,7
13951,2016-11-24,1,0,0,0,0,Canceled,4,6
13952,2016-11-24,0,0,0,3,0,Check-Out,0,2
13953,2016-11-24,0,1,1,3,0,Check-Out,1,2
13954,2016-11-24,1,0,0,0,0,Canceled,2,8
13955,2016-11-24,1,0,0,0,0,Canceled,1,2
13956,2016-11-24,1,0,0,0,0,Canceled,1,1
13957,2016-11-24,0,0,0,0,0,Check-Out,0,2
13958,2016-11-24,0,0,0,0,0,Check-Out,1,2
13959,2016-11-24,0,0,0,0,0,Check-Out,0,1
13960,2016-11-24,0,0,0,0,0,Check-Out,2,2
13961,2016-11-24,0,0,0,0,0,Check-Out,2,3
13962,2016-11-24,1,0,0,0,0,Canceled,0,2
13963,2016-11-24,1,0,0,0,0,Canceled,1,0
13964,2016-11-24,0,0,0,0,0,Check-Out,2,4
13965,2016-11-24,0,1,0,0,0,Check-Out,0,0
13966,2016-11-24,1,0,0,0,20,Canceled,0,2
13967,2016-11-24,0,1,0,9,0,Check-Out,0,1
13968,2016-11-24,1,0,0,0,0,Canceled,2,1
13969,2016-11-24,1,0,0,0,0,Canceled,0,3
13970,2016-11-24,1,0,0,0,0,Canceled,2,2
13971,2016-11-24,0,1,0,1,0,Check-Out,0,2
13972,2016-11-24,1,0,0,0,0,Canceled,2,4
13973,2016-11-24,0,1,0,1,0,Check-Out,0,1
13974,2016-11-24,0,0,0,0,0,Check-Out,2,6
13975,2016-11-24,1,0,0,0,0,Canceled,2,3
13976,2016-11-24,0,1,0,2,0,Check-Out,0,1
13977,2016-11-25,0,0,0,0,0,Check-Out,2,5
13978,2016-11-25,0,1,0,5,0,Check-Out,1,3
13979,2016-11-25,0,1,1,3,0,Check-Out,0,1
13980,2016-11-25,1,0,0,0,17,Canceled,0,1
13981,2016-11-25,1,0,0,0,22,Canceled,1,1
13982,2016-11-25,1,0,0,0,31,Canceled,0,2
13983,2016-11-25,1,0,0,0,32,Canceled,0,2
13984,2016-11-25,0,0,0,2,0,Check-Out,0,1
13985,2016-11-25,1,0,0,0,39,Canceled,1,3
13986,2016-11-25,0,0,0,0,0,Check-Out,0,2
13987,2016-11-25,1,0,0,0,22,Canceled,0,2
13988,2016-11-25,0,0,0,0,0,Check-Out,0,1
13989,2016-11-25,0,1,0,0,0,Check-Out,0,0
13990,2016-11-25,0,0,0,0,0,Check-Out,2,4
13991,2016-11-25,0,0,0,0,0,Check-Out,1,3
13992,2016-11-25,1,0,0,0,59,Canceled,1,1
13993,2016-11-25,1,0,0,0,0,Canceled,1,5
13994,2016-11-25,1,0,0,0,100,Canceled,1,1
13995,2016-11-25,1,0,0,0,71,Canceled,1,4
13996,2016-11-25,1,0,0,0,0,Canceled,1,0
13997,2016-11-25,1,0,0,0,71,Canceled,2,1
13998,2016-11-25,1,0,0,0,0,Canceled,1,4
13999,2016-11-25,0,1,0,1,0,Check-Out,1,3
14000,2016-11-25,0,0,0,0,0,Check-Out,0,0
14001,2016-11-25,0,1,0,3,0,Check-Out,0,2
14002,2016-11-25,0,0,0,0,0,Check-Out,2,3
14003,2016-11-25,0,1,0,6,0,Check-Out,0,1
14004,2016-11-25,1,0,0,0,0,Canceled,0,1
14005,2016-11-25,1,0,0,0,0,No-Show,2,3
14006,2016-11-25,1,0,0,0,44,Canceled,0,2
14007,2016-11-25,0,1,0,3,0,Check-Out,0,1
14008,2016-11-25,0,1,0,1,0,Check-Out,0,1
14009,2016-11-25,1,0,0,0,0,Canceled,0,4
14010,2016-11-25,1,0,0,0,71,Canceled,0,4
14011,2016-11-25,0,0,0,0,0,Check-Out,0,3
14012,2016-11-25,1,0,0,0,0,Canceled,1,1
14013,2016-11-25,1,0,0,0,0,Canceled,0,2
14014,2016-11-25,0,1,1,21,0,Check-Out,0,1
14015,2016-11-25,1,0,0,0,0,Canceled,2,2
14016,2016-11-25,1,0,0,0,0,Canceled,2,3
14017,2016-11-25,1,0,0,0,99,Canceled,0,2
14018,2016-11-25,0,1,0,2,0,Check-Out,0,1
14019,2016-11-25,0,1,0,1,0,Check-Out,0,2
14020,2016-11-25,1,0,0,0,0,Canceled,2,5
14021,2016-11-25,1,0,0,0,0,Canceled,0,3
14022,2016-11-25,1,0,0,0,0,Canceled,1,3
14023,2016-11-25,1,0,0,0,0,Canceled,2,4
14024,2016-11-25,1,0,0,0,0,No-Show,1,2
14025,2016-11-25,1,0,0,0,0,No-Show,0,2
14026,2016-11-25,1,0,0,0,16,Canceled,0,3
14027,2016-11-25,1,0,0,0,0,Canceled,1,2
14028,2016-11-25,1,0,0,0,23,Canceled,1,2
14029,2016-11-25,1,0,0,0,0,Canceled,2,1
14030,2016-11-25,1,0,0,0,44,Canceled,2,3
14031,2016-11-25,0,1,0,8,0,Check-Out,0,2
14032,2016-11-25,0,1,5,52,0,Check-Out,2,3
14033,2016-11-26,1,0,0,0,0,Canceled,4,5
14034,2016-11-26,0,1,0,2,0,Check-Out,2,7
14035,2016-11-26,0,1,0,2,0,Check-Out,0,1
14036,2016-11-26,0,1,0,1,0,Check-Out,0,1
14037,2016-11-26,1,0,0,0,0,Canceled,2,1
14038,2016-11-26,1,0,0,0,0,Canceled,1,1
14039,2016-11-26,1,0,0,0,0,Canceled,2,2
14040,2016-11-26,1,0,0,0,0,Canceled,0,3
14041,2016-11-26,1,0,0,0,0,Canceled,0,1
14042,2016-11-26,0,0,0,0,0,Check-Out,4,9
14043,2016-11-26,1,0,0,0,0,Canceled,0,2
14044,2016-11-26,1,0,0,0,0,Canceled,2,4
14045,2016-11-26,1,0,0,0,0,Canceled,2,5
14046,2016-11-26,1,0,0,0,0,Canceled,1,2
