HotelKey,reservation_status_date,hotel,country
9312,2016-07-26,City Hotel,CHN
9313,2016-07-26,Resort Hotel,BRA
9314,2016-07-26,Resort Hotel,USA
9315,2016-07-26,City Hotel,SWE
9316,2016-07-26,City Hotel,CHE
9317,2016-07-26,City Hotel,KAZ
9318,2016-07-26,Resort Hotel,NOR
9319,2016-07-26,Resort Hotel,ROU
9320,2016-07-26,City Hotel,NLD
9321,2016-07-26,Resort Hotel,PRT
9322,2016-07-26,City Hotel,PRT
9323,2016-07-26,City Hotel,FRA
9324,2016-07-26,Resort Hotel,ESP
9325,2016-07-26,Resort Hotel,IRL
9326,2016-07-26,City Hotel,DEU
9327,2016-07-26,City Hotel,BEL
9328,2016-07-26,City Hotel,ESP
9329,2016-07-26,Resort Hotel,GBR
9330,2016-07-26,City Hotel,GBR
9331,2016-07-26,Resort Hotel,BEL
9332,2016-07-26,City Hotel,MEX
9333,2016-07-27,City Hotel,NLD
9334,2016-07-27,City Hotel,ITA
9335,2016-07-27,City Hotel,IRL
9336,2016-07-27,City Hotel,CN
9337,2016-07-27,City Hotel,GRC
9338,2016-07-27,City Hotel,SWE
9339,2016-07-27,City Hotel,HUN
9340,2016-07-27,Resort Hotel,
9341,2016-07-27,City Hotel,NOR
9342,2016-07-27,Resort Hotel,ITA
9343,2016-07-27,Resort Hotel,SWE
9344,2016-07-27,City Hotel,BRA
9345,2016-07-27,City Hotel,MOZ
9346,2016-07-27,City Hotel,ISR
9347,2016-07-27,City Hotel,AUT
9348,2016-07-27,City Hotel,ROU
9349,2016-07-27,Resort Hotel,PRT
9350,2016-07-27,City Hotel,CHE
9351,2016-07-27,Resort Hotel,ESP
9352,2016-07-27,Resort Hotel,BRA
9353,2016-07-27,Resort Hotel,GBR
9354,2016-07-27,Resort Hotel,IRL
9355,2016-07-27,Resort Hotel,DEU
9356,2016-07-27,Resort Hotel,NLD
9357,2016-07-27,Resort Hotel,FRA
9358,2016-07-27,City Hotel,BEL
9359,2016-07-27,City Hotel,ESP
9360,2016-07-27,City Hotel,PRT
9361,2016-07-27,Resort Hotel,AUT
9362,2016-07-27,City Hotel,GBR
9363,2016-07-27,City Hotel,USA
9364,2016-07-27,City Hotel,DEU
9365,2016-07-27,City Hotel,FRA
9366,2016-07-28,City Hotel,NOR
9367,2016-07-28,City Hotel,DNK
9368,2016-07-28,City Hotel,CHE
9369,2016-07-28,Resort Hotel,FRA
9370,2016-07-28,Resort Hotel,FIN
9371,2016-07-28,City Hotel,MAR
9372,2016-07-28,Resort Hotel,USA
9373,2016-07-28,Resort Hotel,POL
9374,2016-07-28,Resort Hotel,NOR
9375,2016-07-28,City Hotel,CHN
9376,2016-07-28,Resort Hotel,ITA
9377,2016-07-28,Resort Hotel,CHE
9378,2016-07-28,Resort Hotel,ESP
9379,2016-07-28,City Hotel,ITA
9380,2016-07-28,City Hotel,AGO
9381,2016-07-28,City Hotel,BRA
9382,2016-07-28,City Hotel,RUS
9383,2016-07-28,City Hotel,GBR
9384,2016-07-28,City Hotel,FRA
9385,2016-07-28,City Hotel,NLD
9386,2016-07-28,Resort Hotel,PRT
9387,2016-07-28,City Hotel,POL
9388,2016-07-28,City Hotel,AUT
9389,2016-07-28,City Hotel,AUS
9390,2016-07-28,City Hotel,DEU
9391,2016-07-28,City Hotel,ESP
9392,2016-07-28,Resort Hotel,IRL
9393,2016-07-28,Resort Hotel,CN
9394,2016-07-28,Resort Hotel,GBR
9395,2016-07-28,Resort Hotel,PLW
9396,2016-07-28,City Hotel,PRT
9397,2016-07-28,City Hotel,BEL
9398,2016-07-28,City Hotel,TWN
9399,2016-07-29,Resort Hotel,CHE
9400,2016-07-29,City Hotel,ITA
9401,2016-07-29,City Hotel,MKD
9402,2016-07-29,Resort Hotel,ITA
9403,2016-07-29,City Hotel,CHN
9404,2016-07-29,City Hotel,CN
9405,2016-07-29,Resort Hotel,BRA
9406,2016-07-29,City Hotel,DEU
9407,2016-07-29,Resort Hotel,RUS
9408,2016-07-29,City Hotel,SWE
9409,2016-07-29,City Hotel,NOR
9410,2016-07-29,City Hotel,USA
9411,2016-07-29,City Hotel,AUS
9412,2016-07-29,City Hotel,GRC
9413,2016-07-29,City Hotel,IRL
9414,2016-07-29,Resort Hotel,GBR
9415,2016-07-29,Resort Hotel,IRL
9416,2016-07-29,City Hotel,GBR
9417,2016-07-29,City Hotel,CHE
9418,2016-07-29,City Hotel,NLD
9419,2016-07-29,Resort Hotel,PRT
9420,2016-07-29,City Hotel,RUS
9421,2016-07-29,City Hotel,ESP
9422,2016-07-29,Resort Hotel,DEU
9423,2016-07-29,City Hotel,FRA
9424,2016-07-29,City Hotel,BEL
9425,2016-07-29,City Hotel,PRT
9426,2016-07-29,City Hotel,BRA
9427,2016-07-29,Resort Hotel,FRA
9428,2016-07-29,Resort Hotel,ESP
9429,2016-07-30,City Hotel,EGY
9430,2016-07-30,City Hotel,SVK
9431,2016-07-30,City Hotel,CN
9432,2016-07-30,Resort Hotel,GIB
9433,2016-07-30,City Hotel,USA
9434,2016-07-30,City Hotel,NLD
9435,2016-07-30,Resort Hotel,IRL
9436,2016-07-30,City Hotel,GRC
9437,2016-07-30,City Hotel,SVN
9438,2016-07-30,City Hotel,SWE
9439,2016-07-30,Resort Hotel,USA
9440,2016-07-30,City Hotel,JPN
9441,2016-07-30,City Hotel,CHE
9442,2016-07-30,Resort Hotel,MAR
9443,2016-07-30,City Hotel,MLT
9444,2016-07-30,City Hotel,CHL
9445,2016-07-30,Resort Hotel,DZA
9446,2016-07-30,City Hotel,FRA
9447,2016-07-30,Resort Hotel,NOR
9448,2016-07-30,City Hotel,BEL
9449,2016-07-30,Resort Hotel,PRT
9450,2016-07-30,City Hotel,PRT
9451,2016-07-30,Resort Hotel,DEU
9452,2016-07-30,City Hotel,DEU
9453,2016-07-30,Resort Hotel,CHE
9454,2016-07-30,Resort Hotel,GBR
9455,2016-07-30,City Hotel,GBR
9456,2016-07-30,City Hotel,MOZ
9457,2016-07-30,City Hotel,ESP
9458,2016-07-30,City Hotel,ITA
9459,2016-07-30,Resort Hotel,ITA
9460,2016-07-30,Resort Hotel,ESP
9461,2016-07-30,Resort Hotel,FRA
9462,2016-07-30,City Hotel,AUT
9463,2016-07-30,City Hotel,BRA
9464,2016-07-30,City Hotel,IRL
9465,2016-07-31,Resort Hotel,USA
9466,2016-07-31,Resort Hotel,FRA
9467,2016-07-31,Resort Hotel,CN
9468,2016-07-31,Resort Hotel,NLD
9469,2016-07-31,Resort Hotel,ZAF
9470,2016-07-31,Resort Hotel,IRL
9471,2016-07-31,Resort Hotel,DEU
9472,2016-07-31,City Hotel,CHE
9473,2016-07-31,City Hotel,DNK
9474,2016-07-31,City Hotel,POL
9475,2016-07-31,City Hotel,ISR
9476,2016-07-31,City Hotel,AUS
9477,2016-07-31,City Hotel,NOR
9478,2016-07-31,Resort Hotel,CZE
9479,2016-07-31,City Hotel,MUS
9480,2016-07-31,City Hotel,BRA
9481,2016-07-31,Resort Hotel,AUS
9482,2016-07-31,Resort Hotel,ESP
9483,2016-07-31,Resort Hotel,GBR
9484,2016-07-31,City Hotel,PRT
9485,2016-07-31,City Hotel,FRA
9486,2016-07-31,City Hotel,BEL
9487,2016-07-31,City Hotel,DEU
9488,2016-07-31,City Hotel,JPN
9489,2016-07-31,City Hotel,GBR
9490,2016-07-31,City Hotel,ITA
9491,2016-07-31,Resort Hotel,PRT
9492,2016-07-31,City Hotel,NLD
9493,2016-07-31,City Hotel,ESP
9494,2016-07-31,City Hotel,CN
9495,2016-07-31,City Hotel,AUT
9496,2016-07-31,City Hotel,SWE
9497,2016-08-01,Resort Hotel,ROU
9498,2016-08-01,City Hotel,AUS
9499,2016-08-01,City Hotel,USA
9500,2016-08-01,City Hotel,ROU
9501,2016-08-01,City Hotel,BIH
9502,2016-08-01,Resort Hotel,NOR
9503,2016-08-01,Resort Hotel,QAT
9504,2016-08-01,Resort Hotel,USA
9505,2016-08-01,Resort Hotel,DEU
9506,2016-08-01,Resort Hotel,FIN
9507,2016-08-01,Resort Hotel,AGO
9508,2016-08-01,City Hotel,BRA
9509,2016-08-01,Resort Hotel,SGP
9510,2016-08-01,Resort Hotel,BEL
9511,2016-08-01,City Hotel,LTU
9512,2016-08-01,Resort Hotel,SWE
9513,2016-08-01,City Hotel,IRL
9514,2016-08-01,Resort Hotel,PRT
9515,2016-08-01,City Hotel,GBR
9516,2016-08-01,City Hotel,BEL
9517,2016-08-01,City Hotel,FRA
9518,2016-08-01,Resort Hotel,ARE
9519,2016-08-01,City Hotel,DEU
9520,2016-08-01,City Hotel,ESP
9521,2016-08-01,City Hotel,PRT
9522,2016-08-01,City Hotel,NLD
9523,2016-08-01,Resort Hotel,MAR
9524,2016-08-01,Resort Hotel,CN
9525,2016-08-01,Resort Hotel,IRL
9526,2016-08-01,Resort Hotel,ESP
9527,2016-08-01,Resort Hotel,
9528,2016-08-01,Resort Hotel,GBR
9529,2016-08-01,City Hotel,TUR
9530,2016-08-01,City Hotel,ITA
9531,2016-08-02,Resort Hotel,ITA
9532,2016-08-02,Resort Hotel,USA
9533,2016-08-02,Resort Hotel,ESP
9534,2016-08-02,City Hotel,CHE
9535,2016-08-02,Resort Hotel,CHE
9536,2016-08-02,Resort Hotel,DEU
9537,2016-08-02,City Hotel,RUS
9538,2016-08-02,Resort Hotel,RUS
9539,2016-08-02,City Hotel,ARG
9540,2016-08-02,Resort Hotel,NLD
9541,2016-08-02,City Hotel,NLD
9542,2016-08-02,City Hotel,AUS
9543,2016-08-02,City Hotel,DNK
9544,2016-08-02,City Hotel,JPN
9545,2016-08-02,City Hotel,CHN
9546,2016-08-02,Resort Hotel,CN
9547,2016-08-02,City Hotel,AUT
9548,2016-08-02,Resort Hotel,PRT
9549,2016-08-02,City Hotel,ITA
9550,2016-08-02,City Hotel,FRA
9551,2016-08-02,City Hotel,DEU
9552,2016-08-02,City Hotel,IRL
9553,2016-08-02,City Hotel,ESP
9554,2016-08-02,City Hotel,BRA
9555,2016-08-02,City Hotel,PRT
9556,2016-08-02,Resort Hotel,IRL
9557,2016-08-02,City Hotel,GBR
9558,2016-08-02,Resort Hotel,AUT
9559,2016-08-02,Resort Hotel,NOR
9560,2016-08-02,City Hotel,ROU
9561,2016-08-02,Resort Hotel,GBR
9562,2016-08-02,City Hotel,BEL
9563,2016-08-02,City Hotel,SWE
9564,2016-08-03,Resort Hotel,BRA
9565,2016-08-03,Resort Hotel,CN
9566,2016-08-03,Resort Hotel,BEL
9567,2016-08-03,City Hotel,HKG
9568,2016-08-03,City Hotel,DEU
9569,2016-08-03,City Hotel,ROU
9570,2016-08-03,City Hotel,GRC
9571,2016-08-03,City Hotel,ISR
9572,2016-08-03,City Hotel,ARG
9573,2016-08-03,City Hotel,TUR
9574,2016-08-03,City Hotel,USA
9575,2016-08-03,City Hotel,JPN
9576,2016-08-03,City Hotel,AGO
9577,2016-08-03,City Hotel,CHE
9578,2016-08-03,City Hotel,MAR
9579,2016-08-03,City Hotel,FIN
9580,2016-08-03,City Hotel,POL
9581,2016-08-03,City Hotel,CN
9582,2016-08-03,City Hotel,SWE
9583,2016-08-03,Resort Hotel,DEU
9584,2016-08-03,City Hotel,NOR
9585,2016-08-03,Resort Hotel,GBR
9586,2016-08-03,City Hotel,AUT
9587,2016-08-03,City Hotel,FRA
9588,2016-08-03,Resort Hotel,PRT
9589,2016-08-03,City Hotel,ESP
9590,2016-08-03,Resort Hotel,HUN
9591,2016-08-03,City Hotel,PRT
9592,2016-08-03,Resort Hotel,NLD
9593,2016-08-03,Resort Hotel,ESP
9594,2016-08-03,Resort Hotel,IRL
9595,2016-08-03,City Hotel,NLD
9596,2016-08-03,City Hotel,BEL
9597,2016-08-03,City Hotel,ITA
9598,2016-08-03,Resort Hotel,ITA
9599,2016-08-03,City Hotel,GBR
9600,2016-08-03,City Hotel,BRA
9601,2016-08-04,City Hotel,IRL
9602,2016-08-04,City Hotel,NLD
9603,2016-08-04,City Hotel,SVK
9604,2016-08-04,Resort Hotel,GBR
9605,2016-08-04,Resort Hotel,CN
9606,2016-08-04,Resort Hotel,AUS
9607,2016-08-04,Resort Hotel,DEU
9608,2016-08-04,City Hotel,CHN
9609,2016-08-04,City Hotel,LUX
9610,2016-08-04,City Hotel,RUS
9611,2016-08-04,Resort Hotel,CHE
9612,2016-08-04,City Hotel,CHE
9613,2016-08-04,Resort Hotel,USA
9614,2016-08-04,City Hotel,BRA
9615,2016-08-04,Resort Hotel,IRL
9616,2016-08-04,City Hotel,DEU
9617,2016-08-04,City Hotel,BEL
9618,2016-08-04,City Hotel,ESP
9619,2016-08-04,City Hotel,GBR
9620,2016-08-04,City Hotel,DNK
9621,2016-08-04,City Hotel,PRT
9622,2016-08-04,City Hotel,AUT
9623,2016-08-04,Resort Hotel,ESP
9624,2016-08-04,City Hotel,ITA
9625,2016-08-04,City Hotel,SWE
9626,2016-08-04,Resort Hotel,PRT
9627,2016-08-04,Resort Hotel,FIN
9628,2016-08-04,City Hotel,SAU
9629,2016-08-04,City Hotel,FRA
9630,2016-08-05,Resort Hotel,FRA
9631,2016-08-05,Resort Hotel,DEU
9632,2016-08-05,Resort Hotel,LUX
9633,2016-08-05,City Hotel,DMA
9634,2016-08-05,Resort Hotel,IRL
9635,2016-08-05,City Hotel,JPN
9636,2016-08-05,City Hotel,ISR
9637,2016-08-05,City Hotel,MAR
9638,2016-08-05,Resort Hotel,ESP
9639,2016-08-05,Resort Hotel,ROU
9640,2016-08-05,Resort Hotel,CHE
9641,2016-08-05,City Hotel,POL
9642,2016-08-05,City Hotel,CN
9643,2016-08-05,City Hotel,NLD
9644,2016-08-05,City Hotel,USA
9645,2016-08-05,Resort Hotel,CN
9646,2016-08-05,City Hotel,GRC
9647,2016-08-05,City Hotel,DEU
9648,2016-08-05,Resort Hotel,PRT
9649,2016-08-05,City Hotel,AUT
9650,2016-08-05,City Hotel,PRT
9651,2016-08-05,Resort Hotel,ITA
9652,2016-08-05,City Hotel,ITA
9653,2016-08-05,City Hotel,TUR
9654,2016-08-05,City Hotel,CHE
9655,2016-08-05,Resort Hotel,GBR
9656,2016-08-05,City Hotel,GBR
9657,2016-08-05,City Hotel,BEL
9658,2016-08-05,City Hotel,FRA
9659,2016-08-05,City Hotel,NOR
9660,2016-08-05,City Hotel,ESP
9661,2016-08-05,City Hotel,CZE
9662,2016-08-05,City Hotel,HUN
9663,2016-08-06,City Hotel,BRA
9664,2016-08-06,City Hotel,USA
9665,2016-08-06,City Hotel,CZE
9666,2016-08-06,City Hotel,DEU
9667,2016-08-06,City Hotel,CHN
9668,2016-08-06,City Hotel,AUS
9669,2016-08-06,City Hotel,POL
9670,2016-08-06,City Hotel,BEL
9671,2016-08-06,City Hotel,SWE
9672,2016-08-06,City Hotel,IRL
9673,2016-08-06,City Hotel,AUT
9674,2016-08-06,City Hotel,CN
9675,2016-08-06,Resort Hotel,ESP
9676,2016-08-06,Resort Hotel,NOR
9677,2016-08-06,Resort Hotel,IRL
9678,2016-08-06,Resort Hotel,FRA
9679,2016-08-06,Resort Hotel,ITA
9680,2016-08-06,City Hotel,PRT
9681,2016-08-06,City Hotel,FRA
9682,2016-08-06,Resort Hotel,GBR
9683,2016-08-06,City Hotel,ESP
9684,2016-08-06,City Hotel,GBR
9685,2016-08-06,Resort Hotel,PRT
9686,2016-08-06,City Hotel,NLD
9687,2016-08-07,City Hotel,CN
9688,2016-08-07,Resort Hotel,NLD
9689,2016-08-07,Resort Hotel,
9690,2016-08-07,Resort Hotel,GBR
9691,2016-08-07,City Hotel,SWE
9692,2016-08-07,Resort Hotel,DEU
9693,2016-08-07,City Hotel,CHE
9694,2016-08-07,City Hotel,ROU
9695,2016-08-07,Resort Hotel,ITA
9696,2016-08-07,Resort Hotel,LUX
9697,2016-08-07,City Hotel,IRL
9698,2016-08-07,City Hotel,RUS
9699,2016-08-07,City Hotel,POL
9700,2016-08-07,City Hotel,LVA
9701,2016-08-07,Resort Hotel,ESP
9702,2016-08-07,Resort Hotel,PRT
9703,2016-08-07,City Hotel,ESP
9704,2016-08-07,City Hotel,NLD
9705,2016-08-07,City Hotel,FRA
9706,2016-08-07,City Hotel,ISR
9707,2016-08-07,City Hotel,GBR
9708,2016-08-07,Resort Hotel,IRL
9709,2016-08-07,City Hotel,MAR
9710,2016-08-07,City Hotel,DEU
9711,2016-08-07,City Hotel,PRT
9712,2016-08-07,City Hotel,USA
9713,2016-08-07,City Hotel,BEL
9714,2016-08-08,City Hotel,LUX
9715,2016-08-08,City Hotel,IRL
9716,2016-08-08,Resort Hotel,ARG
9717,2016-08-08,Resort Hotel,SVN
9718,2016-08-08,City Hotel,RUS
9719,2016-08-08,City Hotel,JPN
9720,2016-08-08,City Hotel,NOR
9721,2016-08-08,City Hotel,GRC
9722,2016-08-08,City Hotel,UKR
9723,2016-08-08,City Hotel,CHE
9724,2016-08-08,City Hotel,SWE
9725,2016-08-08,City Hotel,ROU
9726,2016-08-08,City Hotel,CN
9727,2016-08-08,City Hotel,POL
9728,2016-08-08,City Hotel,HRV
9729,2016-08-08,City Hotel,MAR
9730,2016-08-08,Resort Hotel,ROU
9731,2016-08-08,City Hotel,MEX
9732,2016-08-08,City Hotel,PRT
9733,2016-08-08,Resort Hotel,DEU
9734,2016-08-08,City Hotel,BRA
9735,2016-08-08,City Hotel,TUR
9736,2016-08-08,Resort Hotel,RUS
9737,2016-08-08,City Hotel,CHN
9738,2016-08-08,Resort Hotel,POL
9739,2016-08-08,Resort Hotel,ESP
9740,2016-08-08,Resort Hotel,ITA
9741,2016-08-08,Resort Hotel,GBR
9742,2016-08-08,City Hotel,NLD
9743,2016-08-08,Resort Hotel,PRT
9744,2016-08-08,City Hotel,DEU
9745,2016-08-08,City Hotel,GBR
9746,2016-08-08,City Hotel,FRA
9747,2016-08-08,City Hotel,ITA
9748,2016-08-08,Resort Hotel,FRA
9749,2016-08-08,Resort Hotel,NLD
9750,2016-08-08,City Hotel,BEL
9751,2016-08-08,City Hotel,ESP
9752,2016-08-08,Resort Hotel,IRL
9753,2016-08-09,Resort Hotel,RUS
9754,2016-08-09,City Hotel,BEL
9755,2016-08-09,City Hotel,IRL
9756,2016-08-09,City Hotel,NLD
9757,2016-08-09,City Hotel,ISR
9758,2016-08-09,City Hotel,RUS
9759,2016-08-09,City Hotel,ROU
9760,2016-08-09,City Hotel,HRV
9761,2016-08-09,City Hotel,SWE
9762,2016-08-09,City Hotel,UKR
9763,2016-08-09,City Hotel,USA
9764,2016-08-09,City Hotel,POL
9765,2016-08-09,Resort Hotel,GBR
9766,2016-08-09,Resort Hotel,IRL
9767,2016-08-09,Resort Hotel,CHE
9768,2016-08-09,Resort Hotel,MAR
9769,2016-08-09,Resort Hotel,FRA
9770,2016-08-09,City Hotel,GBR
9771,2016-08-09,City Hotel,FRA
9772,2016-08-09,City Hotel,CN
9773,2016-08-09,City Hotel,ITA
9774,2016-08-09,City Hotel,CUB
9775,2016-08-09,City Hotel,CZE
9776,2016-08-09,City Hotel,DEU
9777,2016-08-09,City Hotel,DNK
9778,2016-08-09,City Hotel,ESP
9779,2016-08-09,Resort Hotel,PRT
9780,2016-08-09,Resort Hotel,ESP
9781,2016-08-09,Resort Hotel,BRA
9782,2016-08-09,City Hotel,PRT
9783,2016-08-10,City Hotel,ITA
9784,2016-08-10,Resort Hotel,NOR
9785,2016-08-10,City Hotel,SWE
9786,2016-08-10,City Hotel,CN
9787,2016-08-10,City Hotel,GBR
9788,2016-08-10,City Hotel,NLD
9789,2016-08-10,City Hotel,NOR
9790,2016-08-10,City Hotel,ESP
9791,2016-08-10,City Hotel,ZAF
9792,2016-08-10,City Hotel,DNK
9793,2016-08-10,Resort Hotel,ITA
9794,2016-08-10,Resort Hotel,USA
9795,2016-08-10,Resort Hotel,BEL
9796,2016-08-10,Resort Hotel,BRA
9797,2016-08-10,Resort Hotel,GBR
9798,2016-08-10,Resort Hotel,NLD
9799,2016-08-10,Resort Hotel,PRT
9800,2016-08-10,City Hotel,PRT
9801,2016-08-10,City Hotel,DEU
9802,2016-08-10,City Hotel,BRA
9803,2016-08-10,City Hotel,RUS
9804,2016-08-10,City Hotel,FRA
9805,2016-08-10,Resort Hotel,IRL
9806,2016-08-10,Resort Hotel,ESP
9807,2016-08-10,Resort Hotel,ROU
9808,2016-08-10,Resort Hotel,CN
9809,2016-08-10,Resort Hotel,FRA
9810,2016-08-10,City Hotel,CHN
9811,2016-08-11,City Hotel,FIN
9812,2016-08-11,Resort Hotel,LTU
9813,2016-08-11,Resort Hotel,FRA
9814,2016-08-11,Resort Hotel,BEL
9815,2016-08-11,City Hotel,ISR
9816,2016-08-11,Resort Hotel,IRL
9817,2016-08-11,City Hotel,BRA
9818,2016-08-11,City Hotel,HUN
9819,2016-08-11,Resort Hotel,SWE
9820,2016-08-11,Resort Hotel,USA
9821,2016-08-11,City Hotel,ARG
9822,2016-08-11,Resort Hotel,CN
9823,2016-08-11,City Hotel,JOR
9824,2016-08-11,Resort Hotel,ESP
9825,2016-08-11,City Hotel,PRT
9826,2016-08-11,Resort Hotel,CHE
9827,2016-08-11,Resort Hotel,GBR
9828,2016-08-11,City Hotel,FRA
9829,2016-08-11,Resort Hotel,PRT
9830,2016-08-11,City Hotel,ESP
9831,2016-08-11,City Hotel,DEU
9832,2016-08-11,City Hotel,NLD
9833,2016-08-11,City Hotel,BEL
9834,2016-08-11,City Hotel,POL
9835,2016-08-11,City Hotel,GBR
9836,2016-08-11,City Hotel,CHN
9837,2016-08-11,City Hotel,ITA
9838,2016-08-11,City Hotel,GIB
9839,2016-08-12,City Hotel,MAR
9840,2016-08-12,City Hotel,ARG
9841,2016-08-12,City Hotel,ISR
9842,2016-08-12,City Hotel,GBR
9843,2016-08-12,City Hotel,NLD
9844,2016-08-12,City Hotel,ITA
9845,2016-08-12,City Hotel,NOR
9846,2016-08-12,City Hotel,LUX
9847,2016-08-12,City Hotel,ESP
9848,2016-08-12,City Hotel,ROU
9849,2016-08-12,City Hotel,SWE
9850,2016-08-12,City Hotel,POL
9851,2016-08-12,City Hotel,IRL
9852,2016-08-12,City Hotel,UKR
9853,2016-08-12,City Hotel,CHE
9854,2016-08-12,City Hotel,DEU
9855,2016-08-12,City Hotel,CN
9856,2016-08-12,Resort Hotel,CN
9857,2016-08-12,Resort Hotel,PRT
9858,2016-08-12,Resort Hotel,GBR
9859,2016-08-12,Resort Hotel,BEL
9860,2016-08-12,Resort Hotel,TUR
9861,2016-08-12,Resort Hotel,ESP
9862,2016-08-12,City Hotel,AUT
9863,2016-08-12,Resort Hotel,ITA
9864,2016-08-12,City Hotel,BEL
9865,2016-08-12,Resort Hotel,FRA
9866,2016-08-12,City Hotel,PRT
9867,2016-08-12,Resort Hotel,IRL
9868,2016-08-12,City Hotel,FRA
9869,2016-08-13,Resort Hotel,USA
9870,2016-08-13,Resort Hotel,CHE
9871,2016-08-13,City Hotel,RUS
9872,2016-08-13,City Hotel,NLD
9873,2016-08-13,Resort Hotel,TUR
9874,2016-08-13,City Hotel,DNK
9875,2016-08-13,Resort Hotel,MAR
9876,2016-08-13,City Hotel,SWE
9877,2016-08-13,Resort Hotel,SWE
9878,2016-08-13,Resort Hotel,FRA
9879,2016-08-13,Resort Hotel,AUS
9880,2016-08-13,Resort Hotel,IRL
9881,2016-08-13,Resort Hotel,URY
9882,2016-08-13,City Hotel,NOR
9883,2016-08-13,City Hotel,POL
9884,2016-08-13,Resort Hotel,CN
9885,2016-08-13,Resort Hotel,PRT
9886,2016-08-13,City Hotel,USA
9887,2016-08-13,City Hotel,PRT
9888,2016-08-13,City Hotel,FRA
9889,2016-08-13,City Hotel,GBR
9890,2016-08-13,City Hotel,VEN
9891,2016-08-13,City Hotel,AUS
9892,2016-08-13,City Hotel,ITA
9893,2016-08-13,City Hotel,ESP
9894,2016-08-13,City Hotel,DEU
9895,2016-08-13,Resort Hotel,ESP
9896,2016-08-13,Resort Hotel,GBR
9897,2016-08-13,City Hotel,KOR
9898,2016-08-13,City Hotel,BEL
9899,2016-08-13,City Hotel,CHN
9900,2016-08-14,Resort Hotel,IRL
9901,2016-08-14,City Hotel,DNK
9902,2016-08-14,Resort Hotel,CYP
9903,2016-08-14,Resort Hotel,USA
9904,2016-08-14,City Hotel,CHN
9905,2016-08-14,Resort Hotel,ITA
9906,2016-08-14,Resort Hotel,FRA
9907,2016-08-14,Resort Hotel,PRT
9908,2016-08-14,City Hotel,BEL
9909,2016-08-14,City Hotel,GBR
9910,2016-08-14,City Hotel,MAR
9911,2016-08-14,Resort Hotel,ESP
9912,2016-08-14,Resort Hotel,GBR
9913,2016-08-14,City Hotel,IRL
9914,2016-08-14,City Hotel,USA
9915,2016-08-14,City Hotel,DZA
9916,2016-08-14,City Hotel,BRA
9917,2016-08-14,City Hotel,ITA
9918,2016-08-14,City Hotel,NLD
9919,2016-08-14,City Hotel,LUX
9920,2016-08-14,City Hotel,DEU
9921,2016-08-14,City Hotel,PRT
9922,2016-08-14,City Hotel,NOR
9923,2016-08-14,City Hotel,FRA
9924,2016-08-14,City Hotel,ISR
9925,2016-08-14,City Hotel,ESP
9926,2016-08-15,Resort Hotel,GBR
9927,2016-08-15,City Hotel,BRA
9928,2016-08-15,City Hotel,POL
9929,2016-08-15,City Hotel,USA
9930,2016-08-15,Resort Hotel,DEU
9931,2016-08-15,Resort Hotel,NLD
9932,2016-08-15,Resort Hotel,CHE
9933,2016-08-15,Resort Hotel,FRA
9934,2016-08-15,Resort Hotel,BRA
9935,2016-08-15,City Hotel,NOR
9936,2016-08-15,City Hotel,CHN
9937,2016-08-15,City Hotel,IRL
9938,2016-08-15,City Hotel,AUT
9939,2016-08-15,Resort Hotel,AUS
9940,2016-08-15,City Hotel,ROU
9941,2016-08-15,Resort Hotel,ESP
9942,2016-08-15,City Hotel,VNM
9943,2016-08-15,City Hotel,GBR
9944,2016-08-15,Resort Hotel,PRT
9945,2016-08-15,City Hotel,FRA
9946,2016-08-15,City Hotel,PRT
9947,2016-08-15,City Hotel,BEL
9948,2016-08-15,City Hotel,ITA
9949,2016-08-15,City Hotel,AUS
9950,2016-08-15,City Hotel,DEU
9951,2016-08-15,City Hotel,NLD
9952,2016-08-15,Resort Hotel,ITA
9953,2016-08-15,Resort Hotel,IRL
9954,2016-08-15,City Hotel,DNK
9955,2016-08-15,City Hotel,ESP
9956,2016-08-16,City Hotel,AUT
9957,2016-08-16,Resort Hotel,CHE
9958,2016-08-16,Resort Hotel,ESP
9959,2016-08-16,Resort Hotel,PRT
9960,2016-08-16,Resort Hotel,ITA
9961,2016-08-16,Resort Hotel,SWE
9962,2016-08-16,Resort Hotel,EST
9963,2016-08-16,Resort Hotel,CN
9964,2016-08-16,City Hotel,FIN
9965,2016-08-16,City Hotel,DNK
9966,2016-08-16,City Hotel,ITA
9967,2016-08-16,Resort Hotel,FRA
9968,2016-08-16,Resort Hotel,IRL
9969,2016-08-16,Resort Hotel,GBR
9970,2016-08-16,City Hotel,CHE
9971,2016-08-16,City Hotel,USA
9972,2016-08-16,City Hotel,IDN
9973,2016-08-16,City Hotel,ESP
9974,2016-08-16,City Hotel,GBR
9975,2016-08-16,City Hotel,FRA
9976,2016-08-16,City Hotel,DEU
9977,2016-08-16,City Hotel,NLD
9978,2016-08-16,City Hotel,CHN
9979,2016-08-16,City Hotel,PRT
9980,2016-08-16,City Hotel,CN
9981,2016-08-16,City Hotel,BEL
9982,2016-08-17,City Hotel,ITA
9983,2016-08-17,City Hotel,ROU
9984,2016-08-17,City Hotel,BEL
9985,2016-08-17,City Hotel,GBR
9986,2016-08-17,City Hotel,FRA
9987,2016-08-17,City Hotel,FIN
9988,2016-08-17,City Hotel,SWE
9989,2016-08-17,City Hotel,USA
