DateKey,reservation_status_date,arrival_date_month,Day,Week,Month,Quarter,Year
2517,2016-07-17,November,17,28,7,3,2016
2518,2016-07-17,April,17,28,7,3,2016
2519,2016-07-17,August,17,28,7,3,2016
2520,2016-07-17,October,17,28,7,3,2016
2521,2016-07-17,January,17,28,7,3,2016
2522,2016-07-18,September,18,29,7,3,2016
2523,2016-07-18,June,18,29,7,3,2016
2524,2016-07-18,November,18,29,7,3,2016
2525,2016-07-18,July,18,29,7,3,2016
2526,2016-07-18,August,18,29,7,3,2016
2527,2016-07-18,April,18,29,7,3,2016
2528,2016-07-18,October,18,29,7,3,2016
2529,2016-07-19,July,19,29,7,3,2016
2530,2016-07-19,December,19,29,7,3,2016
2531,2016-07-19,September,19,29,7,3,2016
2532,2016-07-19,November,19,29,7,3,2016
2533,2016-07-19,August,19,29,7,3,2016
2534,2016-07-19,June,19,29,7,3,2016
2535,2016-07-19,October,19,29,7,3,2016
2536,2016-07-20,September,20,29,7,3,2016
2537,2016-07-20,October,20,29,7,3,2016
2538,2016-07-20,November,20,29,7,3,2016
2539,2016-07-20,May,20,29,7,3,2016
2540,2016-07-20,August,20,29,7,3,2016
2541,2016-07-20,December,20,29,7,3,2016
2542,2016-07-20,January,20,29,7,3,2016
2543,2016-07-20,July,20,29,7,3,2016
2544,2016-07-21,July,21,29,7,3,2016
2545,2016-07-21,September,21,29,7,3,2016
2546,2016-07-21,August,21,29,7,3,2016
2547,2016-07-21,November,21,29,7,3,2016
2548,2016-07-21,April,21,29,7,3,2016
2549,2016-07-21,June,21,29,7,3,2016
2550,2016-07-21,December,21,29,7,3,2016
2551,2016-07-21,March,21,29,7,3,2016
2552,2016-07-21,October,21,29,7,3,2016
2553,2016-07-22,June,22,29,7,3,2016
2554,2016-07-22,September,22,29,7,3,2016
2555,2016-07-22,April,22,29,7,3,2016
2556,2016-07-22,November,22,29,7,3,2016
2557,2016-07-22,May,22,29,7,3,2016
2558,2016-07-22,March,22,29,7,3,2016
2559,2016-07-22,August,22,29,7,3,2016
2560,2016-07-22,July,22,29,7,3,2016
2561,2016-07-22,October,22,29,7,3,2016
2562,2016-07-23,July,23,29,7,3,2016
2563,2016-07-23,October,23,29,7,3,2016
2564,2016-07-23,September,23,29,7,3,2016
2565,2016-07-23,August,23,29,7,3,2016
2566,2016-07-24,June,24,29,7,3,2016
2567,2016-07-24,July,24,29,7,3,2016
2568,2016-07-24,May,24,29,7,3,2016
2569,2016-07-24,September,24,29,7,3,2016
2570,2016-07-24,October,24,29,7,3,2016
2571,2016-07-24,December,24,29,7,3,2016
2572,2016-07-24,August,24,29,7,3,2016
2573,2016-07-25,August,25,30,7,3,2016
2574,2016-07-25,March,25,30,7,3,2016
2575,2016-07-25,April,25,30,7,3,2016
2576,2016-07-25,September,25,30,7,3,2016
2577,2016-07-25,May,25,30,7,3,2016
2578,2016-07-25,December,25,30,7,3,2016
2579,2016-07-25,July,25,30,7,3,2016
2580,2016-07-25,October,25,30,7,3,2016
2581,2016-07-25,February,25,30,7,3,2016
2582,2016-07-25,November,25,30,7,3,2016
2583,2016-07-26,May,26,30,7,3,2016
2584,2016-07-26,December,26,30,7,3,2016
2585,2016-07-26,April,26,30,7,3,2016
2586,2016-07-26,September,26,30,7,3,2016
2587,2016-07-26,October,26,30,7,3,2016
2588,2016-07-26,June,26,30,7,3,2016
2589,2016-07-26,July,26,30,7,3,2016
2590,2016-07-26,August,26,30,7,3,2016
2591,2016-07-26,November,26,30,7,3,2016
2592,2016-07-27,July,27,30,7,3,2016
2593,2016-07-27,August,27,30,7,3,2016
2594,2016-07-27,September,27,30,7,3,2016
2595,2016-07-27,October,27,30,7,3,2016
2596,2016-07-27,November,27,30,7,3,2016
2597,2016-07-27,December,27,30,7,3,2016
2598,2016-07-28,November,28,30,7,3,2016
2599,2016-07-28,December,28,30,7,3,2016
2600,2016-07-28,October,28,30,7,3,2016
2601,2016-07-28,July,28,30,7,3,2016
2602,2016-07-28,August,28,30,7,3,2016
2603,2016-07-28,September,28,30,7,3,2016
2604,2016-07-28,February,28,30,7,3,2016
2605,2016-07-29,June,29,30,7,3,2016
2606,2016-07-29,September,29,30,7,3,2016
2607,2016-07-29,February,29,30,7,3,2016
2608,2016-07-29,January,29,30,7,3,2016
2609,2016-07-29,December,29,30,7,3,2016
2610,2016-07-29,July,29,30,7,3,2016
2611,2016-07-29,August,29,30,7,3,2016
2612,2016-07-29,October,29,30,7,3,2016
2613,2016-07-30,July,30,30,7,3,2016
2614,2016-07-30,November,30,30,7,3,2016
2615,2016-07-30,December,30,30,7,3,2016
2616,2016-07-30,September,30,30,7,3,2016
2617,2016-07-30,October,30,30,7,3,2016
2618,2016-07-30,August,30,30,7,3,2016
2619,2016-07-31,February,31,30,7,3,2016
2620,2016-07-31,October,31,30,7,3,2016
2621,2016-07-31,April,31,30,7,3,2016
2622,2016-07-31,July,31,30,7,3,2016
2623,2016-07-31,June,31,30,7,3,2016
2624,2016-07-31,September,31,30,7,3,2016
2625,2016-07-31,August,31,30,7,3,2016
2626,2016-08-01,July,1,31,8,3,2016
2627,2016-08-01,August,1,31,8,3,2016
2628,2016-08-01,February,1,31,8,3,2016
2629,2016-08-01,March,1,31,8,3,2016
2630,2016-08-01,September,1,31,8,3,2016
2631,2016-08-01,October,1,31,8,3,2016
2632,2016-08-01,November,1,31,8,3,2016
2633,2016-08-01,January,1,31,8,3,2016
2634,2016-08-01,June,1,31,8,3,2016
2635,2016-08-02,February,2,31,8,3,2016
2636,2016-08-02,December,2,31,8,3,2016
2637,2016-08-02,January,2,31,8,3,2016
2638,2016-08-02,November,2,31,8,3,2016
2639,2016-08-02,March,2,31,8,3,2016
2640,2016-08-02,April,2,31,8,3,2016
2641,2016-08-02,July,2,31,8,3,2016
2642,2016-08-02,October,2,31,8,3,2016
2643,2016-08-02,September,2,31,8,3,2016
2644,2016-08-02,August,2,31,8,3,2016
2645,2016-08-02,May,2,31,8,3,2016
2646,2016-08-03,December,3,31,8,3,2016
2647,2016-08-03,April,3,31,8,3,2016
2648,2016-08-03,November,3,31,8,3,2016
2649,2016-08-03,September,3,31,8,3,2016
2650,2016-08-03,May,3,31,8,3,2016
2651,2016-08-03,October,3,31,8,3,2016
2652,2016-08-03,August,3,31,8,3,2016
2653,2016-08-03,July,3,31,8,3,2016
2654,2016-08-03,January,3,31,8,3,2016
2655,2016-08-04,November,4,31,8,3,2016
2656,2016-08-04,December,4,31,8,3,2016
2657,2016-08-04,June,4,31,8,3,2016
2658,2016-08-04,October,4,31,8,3,2016
2659,2016-08-04,April,4,31,8,3,2016
2660,2016-08-04,July,4,31,8,3,2016
2661,2016-08-04,August,4,31,8,3,2016
2662,2016-08-04,September,4,31,8,3,2016
2663,2016-08-05,August,5,31,8,3,2016
2664,2016-08-05,July,5,31,8,3,2016
2665,2016-08-05,November,5,31,8,3,2016
2666,2016-08-05,October,5,31,8,3,2016
2667,2016-08-05,September,5,31,8,3,2016
2668,2016-08-05,May,5,31,8,3,2016
2669,2016-08-05,June,5,31,8,3,2016
2670,2016-08-06,February,6,31,8,3,2016
2671,2016-08-06,November,6,31,8,3,2016
2672,2016-08-06,March,6,31,8,3,2016
2673,2016-08-06,May,6,31,8,3,2016
2674,2016-08-06,October,6,31,8,3,2016
2675,2016-08-06,December,6,31,8,3,2016
2676,2016-08-06,September,6,31,8,3,2016
2677,2016-08-06,August,6,31,8,3,2016
2678,2016-08-06,July,6,31,8,3,2016
2679,2016-08-06,June,6,31,8,3,2016
2680,2016-08-07,August,7,31,8,3,2016
2681,2016-08-07,October,7,31,8,3,2016
2682,2016-08-07,November,7,31,8,3,2016
2683,2016-08-07,July,7,31,8,3,2016
2684,2016-08-07,September,7,31,8,3,2016
2685,2016-08-07,May,7,31,8,3,2016
2686,2016-08-08,April,8,32,8,3,2016
2687,2016-08-08,January,8,32,8,3,2016
2688,2016-08-08,October,8,32,8,3,2016
2689,2016-08-08,June,8,32,8,3,2016
2690,2016-08-08,November,8,32,8,3,2016
2691,2016-08-08,July,8,32,8,3,2016
2692,2016-08-08,August,8,32,8,3,2016
2693,2016-08-08,September,8,32,8,3,2016
2694,2016-08-09,July,9,32,8,3,2016
2695,2016-08-09,April,9,32,8,3,2016
2696,2016-08-09,June,9,32,8,3,2016
2697,2016-08-09,September,9,32,8,3,2016
2698,2016-08-09,March,9,32,8,3,2016
2699,2016-08-09,May,9,32,8,3,2016
2700,2016-08-09,December,9,32,8,3,2016
2701,2016-08-09,October,9,32,8,3,2016
2702,2016-08-09,August,9,32,8,3,2016
2703,2016-08-10,August,10,32,8,3,2016
2704,2016-08-10,January,10,32,8,3,2016
2705,2016-08-10,September,10,32,8,3,2016
2706,2016-08-10,February,10,32,8,3,2016
2707,2016-08-10,July,10,32,8,3,2016
2708,2016-08-10,June,10,32,8,3,2016
2709,2016-08-10,October,10,32,8,3,2016
2710,2016-08-10,November,10,32,8,3,2016
2711,2016-08-11,March,11,32,8,3,2016
2712,2016-08-11,May,11,32,8,3,2016
2713,2016-08-11,June,11,32,8,3,2016
2714,2016-08-11,December,11,32,8,3,2016
2715,2016-08-11,November,11,32,8,3,2016
2716,2016-08-11,July,11,32,8,3,2016
2717,2016-08-11,October,11,32,8,3,2016
2718,2016-08-11,August,11,32,8,3,2016
2719,2016-08-11,September,11,32,8,3,2016
2720,2016-08-12,December,12,32,8,3,2016
2721,2016-08-12,August,12,32,8,3,2016
2722,2016-08-12,July,12,32,8,3,2016
2723,2016-08-12,October,12,32,8,3,2016
2724,2016-08-12,September,12,32,8,3,2016
2725,2016-08-12,November,12,32,8,3,2016
2726,2016-08-12,May,12,32,8,3,2016
2727,2016-08-13,September,13,32,8,3,2016
2728,2016-08-13,October,13,32,8,3,2016
2729,2016-08-13,August,13,32,8,3,2016
2730,2016-08-13,December,13,32,8,3,2016
2731,2016-08-13,July,13,32,8,3,2016
2732,2016-08-14,February,14,32,8,3,2016
2733,2016-08-14,July,14,32,8,3,2016
2734,2016-08-14,October,14,32,8,3,2016
2735,2016-08-14,May,14,32,8,3,2016
2736,2016-08-14,April,14,32,8,3,2016
2737,2016-08-14,December,14,32,8,3,2016
2738,2016-08-14,September,14,32,8,3,2016
2739,2016-08-14,August,14,32,8,3,2016
2740,2016-08-15,November,15,33,8,3,2016
2741,2016-08-15,June,15,33,8,3,2016
2742,2016-08-15,September,15,33,8,3,2016
2743,2016-08-15,October,15,33,8,3,2016
2744,2016-08-15,April,15,33,8,3,2016
2745,2016-08-15,July,15,33,8,3,2016
2746,2016-08-15,December,15,33,8,3,2016
2747,2016-08-15,May,15,33,8,3,2016
2748,2016-08-15,August,15,33,8,3,2016
2749,2016-08-16,December,16,33,8,3,2016
2750,2016-08-16,March,16,33,8,3,2016
2751,2016-08-16,May,16,33,8,3,2016
2752,2016-08-16,July,16,33,8,3,2016
2753,2016-08-16,June,16,33,8,3,2016
2754,2016-08-16,September,16,33,8,3,2016
2755,2016-08-16,November,16,33,8,3,2016
2756,2016-08-16,October,16,33,8,3,2016
2757,2016-08-16,August,16,33,8,3,2016
2758,2016-08-17,August,17,33,8,3,2016
2759,2016-08-17,September,17,33,8,3,2016
2760,2016-08-17,October,17,33,8,3,2016
2761,2016-08-17,December,17,33,8,3,2016
2762,2016-08-17,November,17,33,8,3,2016
2763,2016-08-18,November,18,33,8,3,2016
2764,2016-08-18,February,18,33,8,3,2016
2765,2016-08-18,May,18,33,8,3,2016
2766,2016-08-18,January,18,33,8,3,2016
2767,2016-08-18,September,18,33,8,3,2016
2768,2016-08-18,July,18,33,8,3,2016
2769,2016-08-18,October,18,33,8,3,2016
2770,2016-08-18,June,18,33,8,3,2016
2771,2016-08-18,August,18,33,8,3,2016
2772,2016-08-18,December,18,33,8,3,2016
2773,2016-08-19,July,19,33,8,3,2016
2774,2016-08-19,January,19,33,8,3,2016
2775,2016-08-19,November,19,33,8,3,2016
2776,2016-08-19,May,19,33,8,3,2016
2777,2016-08-19,April,19,33,8,3,2016
2778,2016-08-19,August,19,33,8,3,2016
2779,2016-08-19,October,19,33,8,3,2016
2780,2016-08-19,December,19,33,8,3,2016
2781,2016-08-19,September,19,33,8,3,2016
2782,2016-08-20,June,20,33,8,3,2016
2783,2016-08-20,September,20,33,8,3,2016
2784,2016-08-20,December,20,33,8,3,2016
2785,2016-08-20,August,20,33,8,3,2016
2786,2016-08-20,February,20,33,8,3,2016
2787,2016-08-20,March,20,33,8,3,2016
2788,2016-08-20,January,20,33,8,3,2016
2789,2016-08-20,October,20,33,8,3,2016
2790,2016-08-20,July,20,33,8,3,2016
2791,2016-08-21,July,21,33,8,3,2016
2792,2016-08-21,May,21,33,8,3,2016
2793,2016-08-21,December,21,33,8,3,2016
2794,2016-08-21,October,21,33,8,3,2016
2795,2016-08-21,March,21,33,8,3,2016
2796,2016-08-21,September,21,33,8,3,2016
2797,2016-08-21,April,21,33,8,3,2016
2798,2016-08-21,August,21,33,8,3,2016
2799,2016-08-22,February,22,34,8,3,2016
2800,2016-08-22,July,22,34,8,3,2016
2801,2016-08-22,October,22,34,8,3,2016
2802,2016-08-22,May,22,34,8,3,2016
2803,2016-08-22,September,22,34,8,3,2016
2804,2016-08-22,August,22,34,8,3,2016
2805,2016-08-22,December,22,34,8,3,2016
2806,2016-08-23,September,23,34,8,3,2016
2807,2016-08-23,August,23,34,8,3,2016
2808,2016-08-23,July,23,34,8,3,2016
2809,2016-08-23,October,23,34,8,3,2016
2810,2016-08-23,December,23,34,8,3,2016
2811,2016-08-23,April,23,34,8,3,2016
2812,2016-08-23,January,23,34,8,3,2016
2813,2016-08-23,November,23,34,8,3,2016
2814,2016-08-24,March,24,34,8,3,2016
2815,2016-08-24,April,24,34,8,3,2016
2816,2016-08-24,November,24,34,8,3,2016
2817,2016-08-24,February,24,34,8,3,2016
2818,2016-08-24,October,24,34,8,3,2016
2819,2016-08-24,August,24,34,8,3,2016
2820,2016-08-24,September,24,34,8,3,2016
2821,2016-08-25,December,25,34,8,3,2016
2822,2016-08-25,July,25,34,8,3,2016
2823,2016-08-25,November,25,34,8,3,2016
2824,2016-08-25,October,25,34,8,3,2016
2825,2016-08-25,September,25,34,8,3,2016
2826,2016-08-25,August,25,34,8,3,2016
2827,2016-08-25,May,25,34,8,3,2016
2828,2016-08-26,August,26,34,8,3,2016
2829,2016-08-26,September,26,34,8,3,2016
2830,2016-08-26,March,26,34,8,3,2016
2831,2016-08-26,October,26,34,8,3,2016
2832,2016-08-26,July,26,34,8,3,2016
2833,2016-08-26,November,26,34,8,3,2016
2834,2016-08-26,December,26,34,8,3,2016
2835,2016-08-27,April,27,34,8,3,2016
2836,2016-08-27,September,27,34,8,3,2016
2837,2016-08-27,January,27,34,8,3,2016
2838,2016-08-27,October,27,34,8,3,2016
2839,2016-08-27,July,27,34,8,3,2016
2840,2016-08-27,August,27,34,8,3,2016
2841,2016-08-27,June,27,34,8,3,2016
2842,2016-08-28,August,28,34,8,3,2016
2843,2016-08-28,October,28,34,8,3,2016
2844,2016-08-28,July,28,34,8,3,2016
2845,2016-08-28,September,28,34,8,3,2016
2846,2016-08-28,January,28,34,8,3,2016
2847,2016-08-28,November,28,34,8,3,2016
2848,2016-08-29,January,29,35,8,3,2016
2849,2016-08-29,April,29,35,8,3,2016
2850,2016-08-29,June,29,35,8,3,2016
2851,2016-08-29,November,29,35,8,3,2016
2852,2016-08-29,February,29,35,8,3,2016
2853,2016-08-29,October,29,35,8,3,2016
2854,2016-08-29,December,29,35,8,3,2016
2855,2016-08-29,August,29,35,8,3,2016
2856,2016-08-29,July,29,35,8,3,2016
2857,2016-08-29,September,29,35,8,3,2016
2858,2016-08-30,June,30,35,8,3,2016
2859,2016-08-30,December,30,35,8,3,2016
2860,2016-08-30,November,30,35,8,3,2016
2861,2016-08-30,September,30,35,8,3,2016
2862,2016-08-30,August,30,35,8,3,2016
2863,2016-08-30,March,30,35,8,3,2016
2864,2016-08-30,October,30,35,8,3,2016
2865,2016-08-30,May,30,35,8,3,2016
2866,2016-08-31,December,31,35,8,3,2016
2867,2016-08-31,March,31,35,8,3,2016
2868,2016-08-31,October,31,35,8,3,2016
2869,2016-08-31,September,31,35,8,3,2016
2870,2016-08-31,August,31,35,8,3,2016
2871,2016-08-31,May,31,35,8,3,2016
2872,2016-08-31,November,31,35,8,3,2016
2873,2016-08-31,June,31,35,8,3,2016
2874,2016-08-31,January,31,35,8,3,2016
2875,2016-09-01,April,1,35,9,3,2016
2876,2016-09-01,December,1,35,9,3,2016
2877,2016-09-01,February,1,35,9,3,2016
2878,2016-09-01,January,1,35,9,3,2016
2879,2016-09-01,July,1,35,9,3,2016
2880,2016-09-01,June,1,35,9,3,2016
2881,2016-09-01,October,1,35,9,3,2016
2882,2016-09-01,September,1,35,9,3,2016
2883,2016-09-01,November,1,35,9,3,2016
2884,2016-09-01,August,1,35,9,3,2016
2885,2016-09-01,May,1,35,9,3,2016
2886,2016-09-02,October,2,35,9,3,2016
2887,2016-09-02,August,2,35,9,3,2016
2888,2016-09-02,September,2,35,9,3,2016
2889,2016-09-02,December,2,35,9,3,2016
2890,2016-09-02,January,2,35,9,3,2016
2891,2016-09-02,June,2,35,9,3,2016
2892,2016-09-02,May,2,35,9,3,2016
2893,2016-09-02,November,2,35,9,3,2016
2894,2016-09-02,July,2,35,9,3,2016
2895,2016-09-03,May,3,35,9,3,2016
2896,2016-09-03,June,3,35,9,3,2016
2897,2016-09-03,November,3,35,9,3,2016
2898,2016-09-03,July,3,35,9,3,2016
2899,2016-09-03,October,3,35,9,3,2016
2900,2016-09-03,September,3,35,9,3,2016
2901,2016-09-03,August,3,35,9,3,2016
2902,2016-09-03,December,3,35,9,3,2016
2903,2016-09-04,November,4,35,9,3,2016
2904,2016-09-04,October,4,35,9,3,2016
2905,2016-09-04,July,4,35,9,3,2016
2906,2016-09-04,August,4,35,9,3,2016
2907,2016-09-04,December,4,35,9,3,2016
2908,2016-09-04,September,4,35,9,3,2016
2909,2016-09-04,April,4,35,9,3,2016
2910,2016-09-05,October,5,36,9,3,2016
2911,2016-09-05,September,5,36,9,3,2016
2912,2016-09-05,April,5,36,9,3,2016
2913,2016-09-05,August,5,36,9,3,2016
2914,2016-09-05,December,5,36,9,3,2016
2915,2016-09-05,July,5,36,9,3,2016
2916,2016-09-05,June,5,36,9,3,2016
2917,2016-09-06,January,6,36,9,3,2016
2918,2016-09-06,April,6,36,9,3,2016
2919,2016-09-06,August,6,36,9,3,2016
2920,2016-09-06,June,6,36,9,3,2016
2921,2016-09-06,September,6,36,9,3,2016
2922,2016-09-06,October,6,36,9,3,2016
2923,2016-09-06,November,6,36,9,3,2016
2924,2016-09-07,August,7,36,9,3,2016
2925,2016-09-07,September,7,36,9,3,2016
2926,2016-09-07,January,7,36,9,3,2016
2927,2016-09-07,October,7,36,9,3,2016
2928,2016-09-07,December,7,36,9,3,2016
2929,2016-09-07,November,7,36,9,3,2016
2930,2016-09-07,July,7,36,9,3,2016
2931,2016-09-07,June,7,36,9,3,2016
2932,2016-09-07,May,7,36,9,3,2016
2933,2016-09-08,June,8,36,9,3,2016
2934,2016-09-08,November,8,36,9,3,2016
2935,2016-09-08,April,8,36,9,3,2016
2936,2016-09-08,December,8,36,9,3,2016
2937,2016-09-08,October,8,36,9,3,2016
2938,2016-09-08,January,8,36,9,3,2016
2939,2016-09-08,September,8,36,9,3,2016
2940,2016-09-08,August,8,36,9,3,2016
2941,2016-09-09,November,9,36,9,3,2016
2942,2016-09-09,June,9,36,9,3,2016
2943,2016-09-09,April,9,36,9,3,2016
2944,2016-09-09,December,9,36,9,3,2016
2945,2016-09-09,September,9,36,9,3,2016
2946,2016-09-09,July,9,36,9,3,2016
2947,2016-09-09,October,9,36,9,3,2016
2948,2016-09-09,August,9,36,9,3,2016
2949,2016-09-10,September,10,36,9,3,2016
2950,2016-09-10,August,10,36,9,3,2016
2951,2016-09-10,October,10,36,9,3,2016
2952,2016-09-10,March,10,36,9,3,2016
2953,2016-09-10,December,10,36,9,3,2016
2954,2016-09-10,April,10,36,9,3,2016
2955,2016-09-10,November,10,36,9,3,2016
2956,2016-09-11,December,11,36,9,3,2016
2957,2016-09-11,April,11,36,9,3,2016
2958,2016-09-11,January,11,36,9,3,2016
2959,2016-09-11,July,11,36,9,3,2016
2960,2016-09-11,August,11,36,9,3,2016
2961,2016-09-11,October,11,36,9,3,2016
2962,2016-09-11,September,11,36,9,3,2016
2963,2016-09-11,November,11,36,9,3,2016
2964,2016-09-12,May,12,37,9,3,2016
2965,2016-09-12,December,12,37,9,3,2016
2966,2016-09-12,August,12,37,9,3,2016
2967,2016-09-12,February,12,37,9,3,2016
2968,2016-09-12,November,12,37,9,3,2016
2969,2016-09-12,October,12,37,9,3,2016
2970,2016-09-12,July,12,37,9,3,2016
2971,2016-09-12,January,12,37,9,3,2016
2972,2016-09-12,September,12,37,9,3,2016
2973,2016-09-12,April,12,37,9,3,2016
2974,2016-09-13,October,13,37,9,3,2016
2975,2016-09-13,September,13,37,9,3,2016
2976,2016-09-13,August,13,37,9,3,2016
2977,2016-09-13,June,13,37,9,3,2016
2978,2016-09-13,February,13,37,9,3,2016
2979,2016-09-13,December,13,37,9,3,2016
2980,2016-09-13,March,13,37,9,3,2016
2981,2016-09-13,January,13,37,9,3,2016
2982,2016-09-14,June,14,37,9,3,2016
2983,2016-09-14,May,14,37,9,3,2016
2984,2016-09-14,December,14,37,9,3,2016
2985,2016-09-14,September,14,37,9,3,2016
2986,2016-09-14,October,14,37,9,3,2016
2987,2016-09-14,August,14,37,9,3,2016
2988,2016-09-14,November,14,37,9,3,2016
2989,2016-09-15,September,15,37,9,3,2016
2990,2016-09-15,May,15,37,9,3,2016
2991,2016-09-15,October,15,37,9,3,2016
2992,2016-09-15,February,15,37,9,3,2016
2993,2016-09-15,January,15,37,9,3,2016
2994,2016-09-15,March,15,37,9,3,2016
2995,2016-09-15,April,15,37,9,3,2016
2996,2016-09-15,December,15,37,9,3,2016
2997,2016-09-15,June,15,37,9,3,2016
2998,2016-09-15,November,15,37,9,3,2016
2999,2016-09-16,April,16,37,9,3,2016
3000,2016-09-16,March,16,37,9,3,2016
3001,2016-09-16,July,16,37,9,3,2016
3002,2016-09-16,January,16,37,9,3,2016
3003,2016-09-16,December,16,37,9,3,2016
3004,2016-09-16,September,16,37,9,3,2016
3005,2016-09-16,October,16,37,9,3,2016
3006,2016-09-16,November,16,37,9,3,2016
3007,2016-09-17,September,17,37,9,3,2016
3008,2016-09-17,October,17,37,9,3,2016
3009,2016-09-17,March,17,37,9,3,2016
3010,2016-09-17,November,17,37,9,3,2016
3011,2016-09-17,May,17,37,9,3,2016
3012,2016-09-17,January,17,37,9,3,2016
3013,2016-09-17,December,17,37,9,3,2016
3014,2016-09-17,July,17,37,9,3,2016
3015,2016-09-18,March,18,37,9,3,2016
3016,2016-09-18,May,18,37,9,3,2016
3017,2016-09-18,July,18,37,9,3,2016
3018,2016-09-18,January,18,37,9,3,2016
3019,2016-09-18,April,18,37,9,3,2016
3020,2016-09-18,October,18,37,9,3,2016
3021,2016-09-18,November,18,37,9,3,2016
3022,2016-09-18,September,18,37,9,3,2016
3023,2016-09-18,December,18,37,9,3,2016
3024,2016-09-19,May,19,38,9,3,2016
3025,2016-09-19,July,19,38,9,3,2016
3026,2016-09-19,November,19,38,9,3,2016
3027,2016-09-19,January,19,38,9,3,2016
3028,2016-09-19,April,19,38,9,3,2016
3029,2016-09-19,December,19,38,9,3,2016
3030,2016-09-19,June,19,38,9,3,2016
3031,2016-09-19,October,19,38,9,3,2016
3032,2016-09-19,September,19,38,9,3,2016
3033,2016-09-20,May,20,38,9,3,2016
3034,2016-09-20,August,20,38,9,3,2016
3035,2016-09-20,January,20,38,9,3,2016
3036,2016-09-20,February,20,38,9,3,2016
3037,2016-09-20,November,20,38,9,3,2016
3038,2016-09-20,December,20,38,9,3,2016
3039,2016-09-20,June,20,38,9,3,2016
3040,2016-09-20,October,20,38,9,3,2016
3041,2016-09-20,September,20,38,9,3,2016
3042,2016-09-20,April,20,38,9,3,2016
3043,2016-09-21,September,21,38,9,3,2016
3044,2016-09-21,December,21,38,9,3,2016
3045,2016-09-21,October,21,38,9,3,2016
3046,2016-09-21,November,21,38,9,3,2016
3047,2016-09-21,May,21,38,9,3,2016
3048,2016-09-21,April,21,38,9,3,2016
3049,2016-09-22,June,22,38,9,3,2016
3050,2016-09-22,April,22,38,9,3,2016
3051,2016-09-22,October,22,38,9,3,2016
3052,2016-09-22,September,22,38,9,3,2016
3053,2016-09-22,November,22,38,9,3,2016
3054,2016-09-22,February,22,38,9,3,2016
3055,2016-09-22,May,22,38,9,3,2016
3056,2016-09-22,January,22,38,9,3,2016
3057,2016-09-22,December,22,38,9,3,2016
3058,2016-09-23,March,23,38,9,3,2016
3059,2016-09-23,June,23,38,9,3,2016
3060,2016-09-23,December,23,38,9,3,2016
3061,2016-09-23,October,23,38,9,3,2016
3062,2016-09-23,August,23,38,9,3,2016
3063,2016-09-23,November,23,38,9,3,2016
3064,2016-09-23,May,23,38,9,3,2016
3065,2016-09-23,September,23,38,9,3,2016
3066,2016-09-23,April,23,38,9,3,2016
3067,2016-09-24,December,24,38,9,3,2016
3068,2016-09-24,September,24,38,9,3,2016
3069,2016-09-24,November,24,38,9,3,2016
3070,2016-09-24,June,24,38,9,3,2016
3071,2016-09-24,August,24,38,9,3,2016
3072,2016-09-24,October,24,38,9,3,2016
3073,2016-09-25,December,25,38,9,3,2016
3074,2016-09-25,May,25,38,9,3,2016
3075,2016-09-25,June,25,38,9,3,2016
3076,2016-09-25,August,25,38,9,3,2016
3077,2016-09-25,March,25,38,9,3,2016
3078,2016-09-25,September,25,38,9,3,2016
3079,2016-09-25,October,25,38,9,3,2016
3080,2016-09-25,April,25,38,9,3,2016
3081,2016-09-25,November,25,38,9,3,2016
3082,2016-09-25,January,25,38,9,3,2016
3083,2016-09-26,September,26,39,9,3,2016
3084,2016-09-26,January,26,39,9,3,2016
3085,2016-09-26,October,26,39,9,3,2016
3086,2016-09-26,December,26,39,9,3,2016
3087,2016-09-26,April,26,39,9,3,2016
3088,2016-09-26,November,26,39,9,3,2016
3089,2016-09-26,July,26,39,9,3,2016
3090,2016-09-26,February,26,39,9,3,2016
3091,2016-09-27,December,27,39,9,3,2016
3092,2016-09-27,July,27,39,9,3,2016
3093,2016-09-27,January,27,39,9,3,2016
3094,2016-09-27,February,27,39,9,3,2016
3095,2016-09-27,May,27,39,9,3,2016
3096,2016-09-27,April,27,39,9,3,2016
3097,2016-09-27,November,27,39,9,3,2016
3098,2016-09-27,September,27,39,9,3,2016
3099,2016-09-27,October,27,39,9,3,2016
3100,2016-09-28,July,28,39,9,3,2016
3101,2016-09-28,June,28,39,9,3,2016
3102,2016-09-28,April,28,39,9,3,2016
3103,2016-09-28,January,28,39,9,3,2016
3104,2016-09-28,March,28,39,9,3,2016
3105,2016-09-28,February,28,39,9,3,2016
3106,2016-09-28,November,28,39,9,3,2016
3107,2016-09-28,December,28,39,9,3,2016
3108,2016-09-28,May,28,39,9,3,2016
3109,2016-09-28,September,28,39,9,3,2016
3110,2016-09-28,October,28,39,9,3,2016
3111,2016-09-29,January,29,39,9,3,2016
3112,2016-09-29,March,29,39,9,3,2016
3113,2016-09-29,November,29,39,9,3,2016
3114,2016-09-29,December,29,39,9,3,2016
3115,2016-09-29,August,29,39,9,3,2016
3116,2016-09-29,May,29,39,9,3,2016
3117,2016-09-29,June,29,39,9,3,2016
3118,2016-09-29,October,29,39,9,3,2016
3119,2016-09-29,September,29,39,9,3,2016
3120,2016-09-29,April,29,39,9,3,2016
3121,2016-09-30,October,30,39,9,3,2016
3122,2016-09-30,November,30,39,9,3,2016
3123,2016-09-30,September,30,39,9,3,2016
